subjectIx,trial_alt,RT_trial,RT_trial_inv
0,NS,0.7325747058639536,1.3650484953895063
0,SAS,0.8230061180511257,1.2150577961291404
0,SAS,0.7731895315810107,1.2933439462834027
0,NS,0.7045688064972637,1.4193077961703426
0,NS,0.7014271343068685,1.4256648354332244
0,NS,0.7071352429338731,1.4141566411695787
0,NS,0.6754305374488467,1.4805371456509462
0,NS,0.8829317506460939,1.1325903720964166
0,NS,0.5647166709823068,1.7707995024487795
0,NS,0.6160967796604382,1.6231216150020296
0,NS,0.6021071777940961,1.660833879548887
0,NS,0.6769141556578688,1.4772921967160453
0,NS,0.6831942088174401,1.4637126414331407
0,NS,0.6332236654125154,1.5792208261018594
0,NS,0.6191717128094751,1.6150608616510058
0,NS,0.6706395879155025,1.4911138829549613
0,NS,0.6831713529536501,1.4637616107241038
0,NS,0.6799936599563807,1.4706019465889528
0,NS,0.9343151505454443,1.0703026697321663
0,NS,0.6753222921834094,1.4807744562479392
0,NS,0.7892001381551381,1.2671057082397819
0,NS,0.8192656228784472,1.2206053471236251
0,NS,0.6846412576851435,1.4606189574100796
0,NS,0.5052399270498427,1.9792576684093863
0,NS,0.7251233366841916,1.3790757370639193
0,NS,0.8468253762694076,1.1808810033603216
0,NS,0.7657109182619024,1.3059758926644451
0,NS,0.5415368277172092,1.8465964802715142
0,NS,0.5768931648344733,1.7334232072015066
0,NS,0.5659843472385546,1.7668333141702834
0,NS,0.7735038450628053,1.29281839564586
0,NS,0.7157604880048893,1.3971153992970466
0,NS,0.6189698500384111,1.6155875765805774
0,SAS,0.8144946036336478,1.227755218437016
0,NS,0.6075194404547801,1.6460378605356476
0,NS,1.114996225311188,0.896864022764657
0,NS,0.6439203808695311,1.5529870302437538
0,NS,0.562752165904385,1.776981166110529
0,NS,0.5831092216540128,1.714944581331538
0,NS,0.5955885096918792,1.679011572129453
0,NS,0.5892550653079525,1.6970579616102015
0,SAS,0.5939741560723633,1.683574932977675
0,NS,0.5752310882380698,1.738431771938814
0,NS,0.6812865690735634,1.46781111707491
0,NS,0.5845568190707127,1.710697689900752
0,NS,0.5657665767939761,1.7675133898271087
0,NS,0.6485880917025497,1.5418106079854021
0,NS,0.5922716703498736,1.6884143714138284
0,NS,0.5658605600037845,1.7672198253105182
0,NS,0.5236979368783068,1.9094976886120003
0,NS,0.7046293287567096,1.4191858885074515
0,NS,0.6037946700816974,1.6561921619226838
0,NS,0.7019967017986346,1.4245081172572898
0,NS,0.7778972858650377,1.2855167618794037
0,NS,0.4674363695230568,2.139328612834167
0,NS,0.7451903975452296,1.3419389236551515
0,NS,0.6374935018247925,1.5686434405018268
0,NS,0.6890432922518812,1.4512876204510643
0,NS,0.6468567162082763,1.5459374154167673
0,NS,0.5891230499837548,1.6974382516989877
0,NS,0.6218721758777974,1.6080475036344246
0,NS,0.5844529621390393,1.7110016798274068
0,NS,0.5033342986134812,1.9867511567454628
0,NS,0.8090421147207962,1.2360295982182634
0,NS,0.5407282795349602,1.8493576863781287
0,NS,0.545384653902147,1.833568276711028
0,NS,0.44869641010882333,2.2286784058679405
0,NS,0.453325723123271,2.2059193842130025
0,NS,0.6031049722951138,1.6580861474156041
0,NS,0.5110507955250796,1.9567526530754131
0,NS,0.5234979025553912,1.9102273287411886
0,NS,0.46580135423573665,2.1468378975427185
0,NS,0.423626663221512,2.360569073710796
0,NS,0.542258157976903,1.844140074777066
0,NS,0.6685931675310712,1.4956778629562162
0,SAS,0.5406235083792126,1.8497160861502242
0,SAS,0.5609774557233322,1.7826028297529104
0,NS,0.6425270889158128,1.556354614849593
0,NS,0.615983963245526,1.6234188869644461
0,NS,0.5172639267984778,1.933249059506894
0,NS,0.5687007179658394,1.7583941226184063
0,NS,0.8463704536407022,1.1815157248205594
0,NS,0.4376546629064251,2.2849065364895016
0,NS,0.7184092054376379,1.3919643462681184
0,NS,0.6653116176166805,1.5030550700170553
0,SAS,0.53741820553841535,1.8607482770297008
0,NS,0.6502914916782174,1.537771926585237
0,NS,0.5950831213849597,1.6804375121120254
0,NS,0.45164572753128596,2.21412478640292
0,NS,0.4562203693931224,2.191923173729023
0,SAS,0.44428285615867935,2.250818338222895
0,NS,0.4333981743257027,2.307347052293974
0,NS,0.48177155168377794,2.075672580718036
0,NS,0.6283341615053359,1.5915098386569386
0,NS,0.42240177310304716,2.3674143047596647
0,NS,0.45047916553448886,2.2198584896007576
0,SAS,0.8653824889915995,1.1555583949535027
0,NS,0.67513633708585985,1.4811823109927291
0,NS,0.6953504067059839,1.4381238442603392
0,NS,0.5476493932510493,1.8259857717793315
0,NS,0.7998919167584972,1.2501689028843121
0,NS,0.5861508766829502,1.706045388277908
0,NS,0.4660087024094537,2.145882673069398
0,NS,0.5486561472498579,1.8226351878357798
0,NS,0.5299611680966336,1.8869307039825587
0,NS,0.48006851741229184,2.0830359911753624
0,NS,0.5174127640057122,1.9326929476153394
0,NS,0.46746233373414725,2.1392097883306995
0,NS,0.515899524645647,1.938361933337435
0,NS,0.5641803815524327,1.7724827602979385
0,NS,0.4518964104063343,2.2128965333024535
0,NS,0.5579083736811299,1.792409017634759
0,NS,0.4690977147547528,2.131752017855824
0,NS,0.5907452660030685,1.6927770014407626
0,NS,0.517434888475691,1.9326103095713074
0,NS,0.45647982889204286,2.190677302055551
0,NS,0.576630048424704,1.7342141685676988
