subjectIx,blockId,block_type,attempt,criterion,performance,failed
31,p003,mixed,1,NS_accuracy,97,FALSE
31,p003,mixed,1,NS_mean_RT,602,FALSE
31,p003,mixed,1,NS_mean_RTdiff,25,FALSE
31,p003,mixed,1,SB_accuracy,70,FALSE
31,p003,mixed,1,SL_accuracy,60,FALSE
31,p003,mixed,1,SR_accuracy,40,FALSE
32,p000,NS,1,IG_accuracy,NaN,NA
32,p000,NS,1,NS_accuracy,92,FALSE
32,p000,NS,1,NS_mean_RT,409,FALSE
32,p000,NS,1,NS_mean_RTdiff,24,FALSE
32,p000,NS,1,SB_accuracy,NaN,NA
32,p000,NS,1,SL_accuracy,NaN,NA
32,p000,NS,1,SR_accuracy,NaN,NA
32,p001,AS,1,IG_accuracy,NaN,NA
32,p001,AS,1,NS_accuracy,97,FALSE
32,p001,AS,1,NS_mean_RT,487,FALSE
32,p001,AS,1,NS_mean_RTdiff,27,FALSE
32,p001,AS,1,SB_accuracy,NaN,NA
32,p001,AS,1,SL_accuracy,35,FALSE
32,p001,AS,1,SR_accuracy,40,FALSE
32,p002,SS,1,IG_accuracy,100,FALSE
32,p002,SS,1,NS_accuracy,100,FALSE
32,p002,SS,1,NS_mean_RT,481,FALSE
32,p002,SS,1,NS_mean_RTdiff,19,FALSE
32,p002,SS,1,SB_accuracy,30,FALSE
32,p002,SS,1,SL_accuracy,NaN,NA
32,p002,SS,1,SR_accuracy,NaN,NA
32,p003,mixed,1,IG_accuracy,90,FALSE
32,p003,mixed,1,NS_accuracy,97,FALSE
32,p003,mixed,1,NS_mean_RT,484,FALSE
32,p003,mixed,1,NS_mean_RTdiff,28,FALSE
32,p003,mixed,1,SB_accuracy,40,FALSE
32,p003,mixed,1,SL_accuracy,30,FALSE
32,p003,mixed,1,SR_accuracy,50,FALSE
33,p000,NS,1,IG_accuracy,NaN,NA
33,p000,NS,1,NS_accuracy,77,TRUE
33,p000,NS,1,NS_mean_RT,487,FALSE
33,p000,NS,1,NS_mean_RTdiff,17,FALSE
33,p000,NS,1,SB_accuracy,NaN,NA
33,p000,NS,1,SL_accuracy,NaN,NA
33,p000,NS,1,SR_accuracy,NaN,NA
33,p000,NS,2,IG_accuracy,NaN,NA
33,p000,NS,2,NS_accuracy,88,FALSE
33,p000,NS,2,NS_mean_RT,445,FALSE
33,p000,NS,2,NS_mean_RTdiff,9,FALSE
33,p000,NS,2,SB_accuracy,NaN,NA
33,p000,NS,2,SL_accuracy,NaN,NA
33,p000,NS,2,SR_accuracy,NaN,NA
33,p001,SS,1,IG_accuracy,95,FALSE
33,p001,SS,1,NS_accuracy,87,FALSE
33,p001,SS,1,NS_mean_RT,466,FALSE
33,p001,SS,1,NS_mean_RTdiff,18,FALSE
33,p001,SS,1,SB_accuracy,0,TRUE
33,p001,SS,1,SL_accuracy,NaN,NA
33,p001,SS,1,SR_accuracy,NaN,NA
33,p001,SS,2,IG_accuracy,80,FALSE
33,p001,SS,2,NS_accuracy,87,FALSE
33,p001,SS,2,NS_mean_RT,565,FALSE
33,p001,SS,2,NS_mean_RTdiff,26,FALSE
33,p001,SS,2,SB_accuracy,60,FALSE
33,p001,SS,2,SL_accuracy,NaN,NA
33,p001,SS,2,SR_accuracy,NaN,NA
33,p002,AS,1,IG_accuracy,NaN,NA
33,p002,AS,1,NS_accuracy,73,TRUE
33,p002,AS,1,NS_mean_RT,772,TRUE
33,p002,AS,1,NS_mean_RTdiff,21,FALSE
33,p002,AS,1,SB_accuracy,NaN,NA
33,p002,AS,1,SL_accuracy,35,FALSE
33,p002,AS,1,SR_accuracy,20,FALSE
33,p002,AS,2,IG_accuracy,NaN,NA
33,p002,AS,2,NS_accuracy,87,FALSE
33,p002,AS,2,NS_mean_RT,714,TRUE
33,p002,AS,2,NS_mean_RTdiff,11,FALSE
33,p002,AS,2,SB_accuracy,NaN,NA
33,p002,AS,2,SL_accuracy,45,FALSE
33,p002,AS,2,SR_accuracy,55,FALSE
33,p002,AS,3,IG_accuracy,NaN,NA
33,p002,AS,3,NS_accuracy,93,FALSE
33,p002,AS,3,NS_mean_RT,618,FALSE
33,p002,AS,3,NS_mean_RTdiff,12,FALSE
33,p002,AS,3,SB_accuracy,NaN,NA
33,p002,AS,3,SL_accuracy,50,FALSE
33,p002,AS,3,SR_accuracy,35,FALSE
33,p003,mixed,1,IG_accuracy,90,FALSE
33,p003,mixed,1,NS_accuracy,93,FALSE
33,p003,mixed,1,NS_mean_RT,586,FALSE
33,p003,mixed,1,NS_mean_RTdiff,20,FALSE
33,p003,mixed,1,SB_accuracy,60,FALSE
33,p003,mixed,1,SL_accuracy,40,FALSE
33,p003,mixed,1,SR_accuracy,70,FALSE
34,p000,NS,1,IG_accuracy,NaN,NA
34,p000,NS,1,NS_accuracy,88,FALSE
34,p000,NS,1,NS_mean_RT,420,FALSE
34,p000,NS,1,NS_mean_RTdiff,8,FALSE
34,p000,NS,1,SB_accuracy,NaN,NA
34,p000,NS,1,SL_accuracy,NaN,NA
34,p000,NS,1,SR_accuracy,NaN,NA
34,p001,AS,1,IG_accuracy,NaN,NA
34,p001,AS,1,NS_accuracy,77,TRUE
34,p001,AS,1,NS_mean_RT,569,FALSE
34,p001,AS,1,NS_mean_RTdiff,28,FALSE
34,p001,AS,1,SB_accuracy,NaN,NA
34,p001,AS,1,SL_accuracy,20,FALSE
34,p001,AS,1,SR_accuracy,10,TRUE
34,p001,AS,2,IG_accuracy,NaN,NA
34,p001,AS,2,NS_accuracy,93,FALSE
34,p001,AS,2,NS_mean_RT,650,FALSE
34,p001,AS,2,NS_mean_RTdiff,10,FALSE
34,p001,AS,2,SB_accuracy,NaN,NA
34,p001,AS,2,SL_accuracy,50,FALSE
34,p001,AS,2,SR_accuracy,50,FALSE
34,p002,SS,1,IG_accuracy,85,FALSE
34,p002,SS,1,NS_accuracy,97,FALSE
34,p002,SS,1,NS_mean_RT,623,FALSE
34,p002,SS,1,NS_mean_RTdiff,8,FALSE
34,p002,SS,1,SB_accuracy,60,FALSE
34,p002,SS,1,SL_accuracy,NaN,NA
34,p002,SS,1,SR_accuracy,NaN,NA
34,p003,mixed,1,IG_accuracy,60,TRUE
34,p003,mixed,1,NS_accuracy,97,FALSE
34,p003,mixed,1,NS_mean_RT,624,FALSE
34,p003,mixed,1,NS_mean_RTdiff,11,FALSE
34,p003,mixed,1,SB_accuracy,70,FALSE
34,p003,mixed,1,SL_accuracy,50,FALSE
34,p003,mixed,1,SR_accuracy,50,FALSE
34,p003,mixed,2,IG_accuracy,50,TRUE
34,p003,mixed,2,NS_accuracy,97,FALSE
34,p003,mixed,2,NS_mean_RT,592,FALSE
34,p003,mixed,2,NS_mean_RTdiff,15,FALSE
34,p003,mixed,2,SB_accuracy,80,FALSE
34,p003,mixed,2,SL_accuracy,50,FALSE
34,p003,mixed,2,SR_accuracy,40,FALSE
34,p003,mixed,3,IG_accuracy,70,TRUE
34,p003,mixed,3,NS_accuracy,90,FALSE
34,p003,mixed,3,NS_mean_RT,633,FALSE
34,p003,mixed,3,NS_mean_RTdiff,16,FALSE
34,p003,mixed,3,SB_accuracy,60,FALSE
34,p003,mixed,3,SL_accuracy,80,FALSE
34,p003,mixed,3,SR_accuracy,40,FALSE
34,p003,mixed,4,IG_accuracy,80,FALSE
34,p003,mixed,4,NS_accuracy,97,FALSE
34,p003,mixed,4,NS_mean_RT,563,FALSE
34,p003,mixed,4,NS_mean_RTdiff,24,FALSE
34,p003,mixed,4,SB_accuracy,70,FALSE
34,p003,mixed,4,SL_accuracy,60,FALSE
34,p003,mixed,4,SR_accuracy,50,FALSE
35,p000,NS,1,IG_accuracy,NaN,NA
35,p000,NS,1,NS_accuracy,96,FALSE
35,p000,NS,1,NS_mean_RT,505,FALSE
35,p000,NS,1,NS_mean_RTdiff,10,FALSE
35,p000,NS,1,SB_accuracy,NaN,NA
35,p000,NS,1,SL_accuracy,NaN,NA
35,p000,NS,1,SR_accuracy,NaN,NA
35,p001,SS,1,IG_accuracy,85,FALSE
35,p001,SS,1,NS_accuracy,97,FALSE
35,p001,SS,1,NS_mean_RT,618,FALSE
35,p001,SS,1,NS_mean_RTdiff,10,FALSE
35,p001,SS,1,SB_accuracy,60,FALSE
35,p001,SS,1,SL_accuracy,NaN,NA
35,p001,SS,1,SR_accuracy,NaN,NA
35,p002,AS,1,IG_accuracy,NaN,NA
35,p002,AS,1,NS_accuracy,93,FALSE
35,p002,AS,1,NS_mean_RT,684,TRUE
35,p002,AS,1,NS_mean_RTdiff,13,FALSE
35,p002,AS,1,SB_accuracy,NaN,NA
35,p002,AS,1,SL_accuracy,40,FALSE
35,p002,AS,1,SR_accuracy,35,FALSE
35,p002,AS,2,IG_accuracy,NaN,NA
35,p002,AS,2,NS_accuracy,93,FALSE
35,p002,AS,2,NS_mean_RT,627,FALSE
35,p002,AS,2,NS_mean_RTdiff,17,FALSE
35,p002,AS,2,SB_accuracy,NaN,NA
35,p002,AS,2,SL_accuracy,75,FALSE
35,p002,AS,2,SR_accuracy,60,FALSE
35,p003,mixed,1,IG_accuracy,80,FALSE
35,p003,mixed,1,NS_accuracy,100,FALSE
35,p003,mixed,1,NS_mean_RT,631,FALSE
35,p003,mixed,1,NS_mean_RTdiff,10,FALSE
35,p003,mixed,1,SB_accuracy,80,FALSE
35,p003,mixed,1,SL_accuracy,70,FALSE
35,p003,mixed,1,SR_accuracy,70,FALSE
