subjectIx,t_d,resp
0,-0.7070607440901618,1
0,0.7070607440901618,1
0,2.2234696972651222e-17,0
0,2.2234696972651222e-17,0
0,2.2234696972651222e-17,0
0,-0.3535303720450809,0
0,-0.3535303720450809,0
0,-0.3535303720450809,0
0,0.3535303720450808,0
0,0.3535303720450808,0
0,2.2234696972651222e-17,0
0,-0.3535303720450809,0
0,-0.7070607440901618,1
0,-0.7070607440901618,0
0,0.7070607440901618,1
0,-0.3535303720450809,0
0,-0.3535303720450809,0
0,-0.3535303720450809,0
0,-0.7070607440901618,0
0,0.7070607440901618,1
0,0.7070607440901618,1
0,-0.7070607440901618,0
0,2.2234696972651222e-17,0
0,0.7070607440901618,1
0,2.2234696972651222e-17,0
0,-0.7070607440901618,0
0,0.7070607440901618,1
0,-0.7070607440901618,0
0,0.7070607440901618,1
0,2.2234696972651222e-17,0
0,0.3535303720450808,0
0,0.3535303720450808,0
0,0.3535303720450808,1
0,-0.7070607440901618,0
0,2.2234696972651222e-17,1
0,2.2234696972651222e-17,1
0,2.2234696972651222e-17,0
0,-0.3535303720450809,0
0,-0.3535303720450809,0
0,-0.3535303720450809,0
0,-0.3535303720450809,1
0,-0.3535303720450809,0
0,0.7070607440901618,1
0,0.7070607440901618,1
0,0.7070607440901618,1
0,2.2234696972651222e-17,0
0,2.2234696972651222e-17,1
0,0.7070607440901618,1
0,-0.7070607440901618,0
0,0.7070607440901618,1
0,0.7070607440901618,1
0,-0.7070607440901618,0
0,0.3535303720450808,0
0,-0.7070607440901618,0
0,-0.3535303720450809,0
0,-0.7070607440901618,0
0,0.3535303720450808,0
0,0.7070607440901618,1
0,-0.3535303720450809,0
0,0.7070607440901618,1
0,2.2234696972651222e-17,1
0,-0.7070607440901618,0
0,0.7070607440901618,1
0,0.3535303720450808,1
0,0.3535303720450808,0
0,2.2234696972651222e-17,0
0,2.2234696972651222e-17,0
0,2.2234696972651222e-17,0
0,2.2234696972651222e-17,0
0,-0.3535303720450809,0
0,0.7070607440901618,1
0,-0.3535303720450809,0
0,2.2234696972651222e-17,0
0,0.3535303720450808,0
0,2.2234696972651222e-17,0
0,-0.3535303720450809,0
0,-0.3535303720450809,0
0,0.7070607440901618,1
0,0.3535303720450808,0
0,-0.3535303720450809,0
0,0.7070607440901618,0
0,-0.3535303720450809,0
0,-0.7070607440901618,0
0,-0.7070607440901618,0
0,0.7070607440901618,0
0,0.3535303720450808,0
0,0.3535303720450808,0
0,-0.3535303720450809,0
0,-0.7070607440901618,0
0,-0.3535303720450809,0
0,-0.3535303720450809,0
0,-0.7070607440901618,0
0,-0.7070607440901618,0
0,0.7070607440901618,1
0,0.3535303720450808,0
0,0.7070607440901618,1
0,0.3535303720450808,0
0,0.3535303720450808,0
0,0.7070607440901618,1
0,2.2234696972651222e-17,0
0,0.3535303720450808,0
0,0.7070607440901618,1
0,0.7070607440901618,1
0,-0.3535303720450809,0
0,2.2234696972651222e-17,1
0,0.7070607440901618,1
0,0.3535303720450808,1
0,0.7070607440901618,1
0,2.2234696972651222e-17,0
0,0.7070607440901618,1
0,-0.3535303720450809,0
0,-0.7070607440901618,1
0,0.7070607440901618,1
