subjectIx,trial_alt,t_d,r_bi
0,SAS,-0.7070760901220053,0
0,SAS,0,0
0,SAS,-0.35353804506100267,0
0,SAS,-0.35353804506100267,0
0,SAS,-0.7070760901220053,0
0,SAS,0.35353804506100256,1
0,SAS,-0.7070760901220053,0
0,SAS,0,0
0,SAS,0,0
0,SAS,-0.7070760901220053,0
0,SAS,0.7070760901220053,1
0,SAS,0,1
0,SAS,0,0
0,SAS,0,0
0,SAS,0.35353804506100256,1
0,SAS,0.35353804506100256,1
0,SAS,0.35353804506100256,0
0,SAS,0.35353804506100256,0
0,SAS,0.7070760901220053,1
0,SAS,0.35353804506100256,1
0,SAS,-0.7070760901220053,0
0,SAS,0.35353804506100256,0
0,SAS,-0.7070760901220053,0
0,SAS,-0.7070760901220053,1
0,SAS,-0.35353804506100267,0
0,SAS,-0.7070760901220053,1
0,SAS,0.7070760901220053,1
0,SAS,0.35353804506100256,0
0,SAS,-0.7070760901220053,0
0,SAS,0.35353804506100256,1
0,SAS,0,0
0,SAS,-0.7070760901220053,1
0,SAS,-0.7070760901220053,0
0,SAS,0,0
0,SAS,0.35353804506100256,1
0,SAS,-0.35353804506100267,0
0,SAS,0.7070760901220053,1
0,SAS,0.35353804506100256,1
0,SAS,-0.35353804506100267,0
0,SAS,0.35353804506100256,1
0,SAS,-0.7070760901220053,0
0,SAS,0.7070760901220053,1
0,SAS,-0.7070760901220053,0
0,SAS,-0.35353804506100267,0
0,SAS,0.35353804506100256,1
0,SAS,-0.7070760901220053,0
0,SAS,0.7070760901220053,1
0,SAS,-0.7070760901220053,0
0,SAS,0,0
0,SAS,0.35353804506100256,0
0,SAS,0.35353804506100256,0
0,SAS,0,0
0,SAS,0.7070760901220053,1
0,SAS,0.7070760901220053,1
0,SAS,0,0
0,SAS,-0.7070760901220053,1
0,SAS,-0.7070760901220053,0
0,SAS,-0.35353804506100267,0
0,SAS,-0.35353804506100267,0
0,SAS,-0.7070760901220053,0
1,SAS,-0.7070760901220053,1
1,SAS,0.7070760901220053,0
1,SAS,0,1
1,SAS,0,0
1,SAS,0,0
1,SAS,-0.35353804506100267,1
1,SAS,-0.35353804506100267,0
1,SAS,-0.35353804506100267,0
1,SAS,0.35353804506100256,0
1,SAS,0.35353804506100256,0
1,SAS,0,0
1,SAS,-0.35353804506100267,0
1,SAS,-0.7070760901220053,1
1,SAS,-0.7070760901220053,0
1,SAS,0.7070760901220053,1
1,SAS,-0.35353804506100267,0
1,SAS,-0.35353804506100267,0
1,SAS,-0.35353804506100267,0
1,SAS,-0.7070760901220053,0
1,SAS,0.7070760901220053,1
1,SAS,0.7070760901220053,1
1,SAS,-0.7070760901220053,1
1,SAS,0,0
1,SAS,0.7070760901220053,1
1,SAS,0,0
1,SAS,-0.7070760901220053,0
1,SAS,0.7070760901220053,1
1,SAS,-0.7070760901220053,0
1,SAS,0.7070760901220053,1
1,SAS,0,1
1,SAS,0.35353804506100256,1
1,SAS,0.35353804506100256,1
1,SAS,0.35353804506100256,1
1,SAS,-0.7070760901220053,0
1,SAS,0,1
1,SAS,0,1
1,SAS,0,0
1,SAS,-0.35353804506100267,0
1,SAS,-0.35353804506100267,0
1,SAS,-0.35353804506100267,0
1,SAS,-0.35353804506100267,0
1,SAS,-0.35353804506100267,0
1,SAS,0.7070760901220053,1
1,SAS,0.7070760901220053,1
1,SAS,0.7070760901220053,1
1,SAS,0,0
1,SAS,0,0
1,SAS,0.7070760901220053,1
1,SAS,-0.7070760901220053,0
1,SAS,0.7070760901220053,1
1,SAS,0.7070760901220053,0
1,SAS,-0.7070760901220053,0
1,SAS,0.35353804506100256,1
1,SAS,-0.7070760901220053,0
1,SAS,-0.35353804506100267,0
1,SAS,-0.7070760901220053,0
1,SAS,0.35353804506100256,1
1,SAS,0.7070760901220053,0
1,SAS,-0.35353804506100267,0
1,SAS,0.7070760901220053,1
1,SAS,0,0
1,SAS,-0.7070760901220053,0
1,SAS,0.7070760901220053,1
1,SAS,0.35353804506100256,1
1,SAS,0.35353804506100256,1
1,SAS,0,0
1,SAS,0,0
1,SAS,0,0
1,SAS,0,0
1,SAS,-0.35353804506100267,0
1,SAS,0.7070760901220053,1
1,SAS,-0.35353804506100267,0
1,SAS,0,0
1,SAS,0.35353804506100256,1
1,SAS,0,0
1,SAS,-0.35353804506100267,0
1,SAS,-0.35353804506100267,0
1,SAS,0.7070760901220053,1
1,SAS,0.35353804506100256,0
1,SAS,-0.35353804506100267,0
1,SAS,0.7070760901220053,1
1,SAS,-0.35353804506100267,0
1,SAS,-0.7070760901220053,1
1,SAS,-0.7070760901220053,0
1,SAS,0.7070760901220053,1
1,SAS,0.35353804506100256,1
1,SAS,0.35353804506100256,0
1,SAS,-0.35353804506100267,0
1,SAS,-0.7070760901220053,1
1,SAS,-0.35353804506100267,0
1,SAS,-0.35353804506100267,0
1,SAS,-0.7070760901220053,0
1,SAS,-0.7070760901220053,0
1,SAS,0.7070760901220053,1
1,SAS,0.35353804506100256,0
1,SAS,0.7070760901220053,1
1,SAS,0.35353804506100256,1
1,SAS,0.35353804506100256,0
1,SAS,0.7070760901220053,1
1,SAS,0,0
1,SAS,0.35353804506100256,0
1,SAS,0.7070760901220053,0
1,SAS,0.7070760901220053,0
1,SAS,-0.35353804506100267,0
1,SAS,0,1
1,SAS,0.7070760901220053,1
1,SAS,0.35353804506100256,1
1,SAS,0.7070760901220053,1
1,SAS,0,0
1,SAS,0.7070760901220053,1
1,SAS,-0.35353804506100267,0
1,SAS,-0.7070760901220053,0
1,SAS,0.7070760901220053,1
1,SAS,0.35353804506100256,1
1,SAS,-0.35353804506100267,0
1,SAS,0,1
1,SAS,-0.7070760901220053,0
1,SAS,0,0
1,SAS,0.7070760901220053,1
1,SAS,-0.7070760901220053,0
1,SAS,-0.35353804506100267,0
1,SAS,-0.35353804506100267,0
1,SAS,-0.35353804506100267,0
1,SAS,-0.35353804506100267,0
1,SAS,-0.7070760901220053,0
1,SAS,0,0
1,SAS,0.35353804506100256,1
1,SAS,0,0
1,SAS,0.7070760901220053,1
1,SAS,-0.35353804506100267,0
1,SAS,-0.7070760901220053,0
1,SAS,0.35353804506100256,0
1,SAS,0.35353804506100256,0
1,SAS,-0.35353804506100267,0
1,SAS,0.7070760901220053,1
1,SAS,0.35353804506100256,1
1,SAS,0.7070760901220053,1
1,SAS,0,0
1,SAS,0,0
1,SAS,0.35353804506100256,1
1,SAS,0.35353804506100256,0
1,SAS,0.35353804506100256,1
1,SAS,-0.35353804506100267,0
1,SAS,0,0
1,SAS,0.35353804506100256,0
1,SAS,-0.35353804506100267,0
1,SAS,0.35353804506100256,1
1,SAS,0.35353804506100256,0
1,SAS,-0.35353804506100267,0
1,SAS,0.35353804506100256,1
1,SAS,0.7070760901220053,1
1,SAS,-0.35353804506100267,0
1,SAS,-0.7070760901220053,0
1,SAS,-0.7070760901220053,0
1,SAS,0.35353804506100256,1
1,SAS,0,0
1,SAS,-0.35353804506100267,0
1,SAS,0.7070760901220053,1
1,SAS,0,0
1,SAS,0,0
1,SAS,-0.7070760901220053,0
1,SAS,-0.7070760901220053,0
1,SAS,0.35353804506100256,0
1,SAS,0.7070760901220053,1
1,SAS,0.7070760901220053,1
1,SAS,0.7070760901220053,1
1,SAS,-0.35353804506100267,0
1,SAS,-0.35353804506100267,0
1,SAS,-0.7070760901220053,0
1,SAS,0,0
1,SAS,-0.35353804506100267,0
1,SAS,0.7070760901220053,1
1,SAS,0.35353804506100256,0
1,SAS,0,0
1,SAS,0,0
1,SAS,0,0
1,SAS,-0.7070760901220053,0
1,SAS,0,0
1,SAS,-0.7070760901220053,0
1,SAS,0.7070760901220053,1
1,SAS,-0.7070760901220053,0
1,SAS,0,0
1,SAS,-0.35353804506100267,0
1,SAS,-0.35353804506100267,0
1,SAS,-0.7070760901220053,0
1,SAS,0.35353804506100256,0
1,SAS,-0.7070760901220053,0
1,SAS,0,0
1,SAS,0,0
1,SAS,-0.7070760901220053,0
1,SAS,0.7070760901220053,1
1,SAS,0,1
1,SAS,0,0
1,SAS,0,0
1,SAS,0.35353804506100256,1
1,SAS,0.35353804506100256,1
1,SAS,0.35353804506100256,0
1,SAS,0.35353804506100256,1
1,SAS,0.7070760901220053,1
1,SAS,0.35353804506100256,0
1,SAS,-0.7070760901220053,0
1,SAS,0.35353804506100256,0
1,SAS,-0.7070760901220053,0
1,SAS,-0.7070760901220053,0
1,SAS,-0.35353804506100267,0
1,SAS,-0.7070760901220053,0
1,SAS,0.7070760901220053,0
1,SAS,0.35353804506100256,0
1,SAS,-0.7070760901220053,0
1,SAS,0.35353804506100256,1
1,SAS,0,0
1,SAS,-0.7070760901220053,0
1,SAS,-0.7070760901220053,0
1,SAS,0,0
1,SAS,0.35353804506100256,1
1,SAS,-0.35353804506100267,0
1,SAS,0.7070760901220053,1
1,SAS,0.35353804506100256,0
1,SAS,-0.35353804506100267,0
1,SAS,0.35353804506100256,0
1,SAS,-0.7070760901220053,0
1,SAS,0.7070760901220053,0
1,SAS,-0.7070760901220053,0
1,SAS,-0.35353804506100267,0
1,SAS,0.35353804506100256,1
1,SAS,-0.7070760901220053,0
1,SAS,0.7070760901220053,1
1,SAS,-0.7070760901220053,0
1,SAS,0,1
1,SAS,0.35353804506100256,0
1,SAS,0.35353804506100256,0
1,SAS,0,0
1,SAS,0.7070760901220053,1
1,SAS,0.7070760901220053,1
1,SAS,0,0
1,SAS,-0.7070760901220053,0
1,SAS,-0.7070760901220053,0
1,SAS,-0.35353804506100267,0
1,SAS,-0.35353804506100267,0
1,SAS,-0.7070760901220053,0
2,SAS,-0.7070760901220053,0
2,SAS,0.7070760901220053,1
2,SAS,0,0
2,SAS,0,0
2,SAS,0,0
2,SAS,-0.35353804506100267,0
2,SAS,-0.35353804506100267,0
2,SAS,-0.35353804506100267,0
2,SAS,0.35353804506100256,1
2,SAS,0.35353804506100256,1
2,SAS,0,0
2,SAS,-0.35353804506100267,0
2,SAS,-0.7070760901220053,0
2,SAS,-0.7070760901220053,0
2,SAS,0.7070760901220053,1
2,SAS,-0.35353804506100267,0
2,SAS,-0.35353804506100267,0
2,SAS,-0.35353804506100267,0
2,SAS,-0.7070760901220053,0
2,SAS,0.7070760901220053,1
2,SAS,0.7070760901220053,1
2,SAS,-0.7070760901220053,1
2,SAS,0,0
2,SAS,0.7070760901220053,1
2,SAS,0,0
2,SAS,-0.7070760901220053,0
2,SAS,0.7070760901220053,1
2,SAS,-0.7070760901220053,0
2,SAS,0.7070760901220053,1
2,SAS,0,0
2,SAS,0.35353804506100256,1
2,SAS,0.35353804506100256,1
2,SAS,0.35353804506100256,0
2,SAS,-0.7070760901220053,0
2,SAS,0,0
2,SAS,0,0
2,SAS,0,1
2,SAS,-0.35353804506100267,0
2,SAS,-0.35353804506100267,0
2,SAS,-0.35353804506100267,1
2,SAS,-0.35353804506100267,0
2,SAS,-0.35353804506100267,0
2,SAS,0.7070760901220053,1
2,SAS,0.7070760901220053,1
2,SAS,0.7070760901220053,1
2,SAS,0,0
2,SAS,0,0
2,SAS,0.7070760901220053,1
2,SAS,-0.7070760901220053,0
2,SAS,0.7070760901220053,1
2,SAS,0.7070760901220053,1
2,SAS,-0.7070760901220053,0
2,SAS,0.35353804506100256,1
2,SAS,-0.7070760901220053,0
2,SAS,-0.35353804506100267,0
2,SAS,-0.7070760901220053,0
2,SAS,0.35353804506100256,1
2,SAS,0.7070760901220053,0
2,SAS,-0.35353804506100267,0
2,SAS,0.7070760901220053,1
2,SAS,0,0
2,SAS,-0.7070760901220053,0
2,SAS,0.7070760901220053,1
2,SAS,0.35353804506100256,0
2,SAS,0.35353804506100256,0
2,SAS,0,0
2,SAS,0,0
2,SAS,0,0
2,SAS,0,0
2,SAS,-0.35353804506100267,0
2,SAS,0.7070760901220053,1
2,SAS,-0.35353804506100267,0
2,SAS,0,0
2,SAS,0.35353804506100256,0
2,SAS,0,1
2,SAS,-0.35353804506100267,0
2,SAS,-0.35353804506100267,0
2,SAS,0.7070760901220053,1
2,SAS,0.35353804506100256,0
2,SAS,-0.35353804506100267,0
2,SAS,0.7070760901220053,1
2,SAS,-0.35353804506100267,0
2,SAS,-0.7070760901220053,0
2,SAS,-0.7070760901220053,0
2,SAS,0.7070760901220053,0
2,SAS,0.35353804506100256,1
2,SAS,0.35353804506100256,0
2,SAS,-0.35353804506100267,0
2,SAS,-0.7070760901220053,0
2,SAS,-0.35353804506100267,0
2,SAS,-0.35353804506100267,0
2,SAS,-0.7070760901220053,0
2,SAS,-0.7070760901220053,0
2,SAS,0.7070760901220053,1
2,SAS,0.35353804506100256,1
2,SAS,0.7070760901220053,1
2,SAS,0.35353804506100256,0
2,SAS,0.35353804506100256,0
2,SAS,0.7070760901220053,1
2,SAS,0,0
2,SAS,0.35353804506100256,0
2,SAS,0.7070760901220053,1
2,SAS,0.7070760901220053,1
2,SAS,-0.35353804506100267,0
2,SAS,0,0
2,SAS,0.7070760901220053,1
2,SAS,0.35353804506100256,1
2,SAS,0.7070760901220053,1
2,SAS,0,0
2,SAS,0.7070760901220053,1
2,SAS,-0.35353804506100267,0
2,SAS,-0.7070760901220053,0
2,SAS,0.7070760901220053,1
2,SAS,0.35353804506100256,0
2,SAS,-0.35353804506100267,0
2,SAS,0,0
2,SAS,-0.7070760901220053,0
2,SAS,0,0
2,SAS,0.7070760901220053,1
2,SAS,-0.7070760901220053,0
2,SAS,-0.35353804506100267,0
2,SAS,-0.35353804506100267,0
2,SAS,-0.35353804506100267,0
2,SAS,-0.35353804506100267,0
2,SAS,-0.7070760901220053,0
2,SAS,0,0
2,SAS,0.35353804506100256,1
2,SAS,0,0
2,SAS,0.7070760901220053,1
2,SAS,-0.35353804506100267,0
2,SAS,-0.7070760901220053,0
2,SAS,0.35353804506100256,1
2,SAS,0.35353804506100256,1
2,SAS,-0.35353804506100267,0
2,SAS,0.7070760901220053,0
2,SAS,0.35353804506100256,1
2,SAS,0.7070760901220053,1
2,SAS,0,0
2,SAS,0,0
2,SAS,0.35353804506100256,1
2,SAS,0.35353804506100256,1
2,SAS,0.35353804506100256,1
2,SAS,-0.35353804506100267,0
2,SAS,0,0
2,SAS,0.35353804506100256,0
2,SAS,-0.35353804506100267,0
2,SAS,0.35353804506100256,1
2,SAS,0.35353804506100256,1
2,SAS,-0.35353804506100267,0
2,SAS,0.35353804506100256,1
2,SAS,0.7070760901220053,1
2,SAS,-0.35353804506100267,0
2,SAS,-0.7070760901220053,0
2,SAS,-0.7070760901220053,0
2,SAS,0.35353804506100256,0
2,SAS,0,0
2,SAS,-0.35353804506100267,0
2,SAS,0.7070760901220053,1
2,SAS,0,0
2,SAS,0,0
2,SAS,-0.7070760901220053,0
2,SAS,-0.7070760901220053,0
2,SAS,0.35353804506100256,1
2,SAS,0.7070760901220053,1
2,SAS,0.7070760901220053,1
2,SAS,0.7070760901220053,1
2,SAS,-0.35353804506100267,0
2,SAS,-0.35353804506100267,0
2,SAS,-0.7070760901220053,0
2,SAS,0,0
2,SAS,-0.35353804506100267,1
2,SAS,0.7070760901220053,1
2,SAS,0.35353804506100256,0
2,SAS,0,0
2,SAS,0,0
2,SAS,0,0
2,SAS,-0.7070760901220053,0
2,SAS,0,1
2,SAS,-0.7070760901220053,0
2,SAS,0.7070760901220053,1
2,SAS,-0.7070760901220053,0
2,SAS,0,0
2,SAS,-0.35353804506100267,0
2,SAS,-0.35353804506100267,0
2,SAS,-0.7070760901220053,0
2,SAS,0.35353804506100256,0
2,SAS,-0.7070760901220053,0
2,SAS,0,0
2,SAS,0,0
2,SAS,-0.7070760901220053,0
2,SAS,0.7070760901220053,1
2,SAS,0,0
2,SAS,0,0
2,SAS,0,0
2,SAS,0.35353804506100256,1
2,SAS,0.35353804506100256,0
2,SAS,0.35353804506100256,1
2,SAS,0.35353804506100256,1
2,SAS,0.7070760901220053,1
2,SAS,0.35353804506100256,0
2,SAS,-0.7070760901220053,0
2,SAS,0.35353804506100256,1
2,SAS,-0.7070760901220053,0
2,SAS,-0.7070760901220053,0
2,SAS,-0.35353804506100267,0
2,SAS,-0.7070760901220053,0
2,SAS,0.7070760901220053,1
2,SAS,0.35353804506100256,0
2,SAS,-0.7070760901220053,0
2,SAS,0.35353804506100256,1
2,SAS,0,0
2,SAS,-0.7070760901220053,0
2,SAS,-0.7070760901220053,0
2,SAS,0,0
2,SAS,0.35353804506100256,1
2,SAS,-0.35353804506100267,0
2,SAS,0.7070760901220053,1
2,SAS,0.35353804506100256,1
2,SAS,-0.35353804506100267,0
2,SAS,0.35353804506100256,1
2,SAS,-0.7070760901220053,0
2,SAS,0.7070760901220053,1
2,SAS,-0.7070760901220053,0
2,SAS,-0.35353804506100267,0
2,SAS,0.35353804506100256,1
2,SAS,-0.7070760901220053,0
2,SAS,0.7070760901220053,1
2,SAS,-0.7070760901220053,0
2,SAS,0,0
2,SAS,0.35353804506100256,1
2,SAS,0.35353804506100256,1
2,SAS,0,0
2,SAS,0.7070760901220053,1
2,SAS,0.7070760901220053,0
2,SAS,0,0
2,SAS,-0.7070760901220053,0
2,SAS,-0.7070760901220053,0
2,SAS,-0.35353804506100267,0
2,SAS,-0.35353804506100267,0
2,SAS,-0.7070760901220053,0
3,SAS,-0.7070760901220053,0
3,SAS,0.7070760901220053,0
3,SAS,0,0
3,SAS,0,0
3,SAS,0,0
3,SAS,-0.35353804506100267,0
3,SAS,-0.35353804506100267,0
3,SAS,-0.35353804506100267,0
3,SAS,0.35353804506100256,0
3,SAS,0.35353804506100256,1
3,SAS,0,0
3,SAS,-0.35353804506100267,0
3,SAS,-0.7070760901220053,0
3,SAS,-0.7070760901220053,0
3,SAS,0.7070760901220053,1
3,SAS,-0.35353804506100267,0
3,SAS,-0.35353804506100267,0
3,SAS,-0.35353804506100267,0
3,SAS,-0.7070760901220053,0
3,SAS,0.7070760901220053,1
3,SAS,0.7070760901220053,1
3,SAS,-0.7070760901220053,0
3,SAS,0,0
3,SAS,0.7070760901220053,1
3,SAS,0,0
3,SAS,-0.7070760901220053,0
3,SAS,0.7070760901220053,1
3,SAS,-0.7070760901220053,0
3,SAS,0.7070760901220053,1
3,SAS,0,0
3,SAS,0.35353804506100256,0
3,SAS,0.35353804506100256,1
3,SAS,0.35353804506100256,0
3,SAS,-0.7070760901220053,0
3,SAS,0,0
3,SAS,0,0
3,SAS,0,0
3,SAS,-0.35353804506100267,0
3,SAS,-0.35353804506100267,0
3,SAS,-0.35353804506100267,0
3,SAS,-0.35353804506100267,0
3,SAS,-0.35353804506100267,0
3,SAS,0.7070760901220053,1
3,SAS,0.7070760901220053,1
3,SAS,0.7070760901220053,1
3,SAS,0,0
3,SAS,0,0
3,SAS,0.7070760901220053,1
3,SAS,-0.7070760901220053,0
3,SAS,0.7070760901220053,1
3,SAS,0.7070760901220053,1
3,SAS,-0.7070760901220053,0
3,SAS,0.35353804506100256,1
3,SAS,-0.7070760901220053,0
3,SAS,-0.35353804506100267,0
3,SAS,-0.7070760901220053,0
3,SAS,0.35353804506100256,1
3,SAS,0.7070760901220053,1
3,SAS,-0.35353804506100267,0
3,SAS,0.7070760901220053,1
3,SAS,0,1
3,SAS,-0.7070760901220053,1
3,SAS,0.7070760901220053,1
3,SAS,0.35353804506100256,1
3,SAS,0.35353804506100256,0
3,SAS,0,0
3,SAS,0,0
3,SAS,0,0
3,SAS,0,0
3,SAS,-0.35353804506100267,0
3,SAS,0.7070760901220053,1
3,SAS,-0.35353804506100267,0
3,SAS,0,0
3,SAS,0.35353804506100256,1
3,SAS,0,1
3,SAS,-0.35353804506100267,0
3,SAS,-0.35353804506100267,0
3,SAS,0.7070760901220053,1
3,SAS,0.35353804506100256,1
3,SAS,-0.35353804506100267,0
3,SAS,0.7070760901220053,1
3,SAS,-0.35353804506100267,0
3,SAS,-0.7070760901220053,0
3,SAS,-0.7070760901220053,0
3,SAS,0.7070760901220053,1
3,SAS,0.35353804506100256,1
3,SAS,0.35353804506100256,1
3,SAS,-0.35353804506100267,0
3,SAS,-0.7070760901220053,1
3,SAS,-0.35353804506100267,0
3,SAS,-0.35353804506100267,0
3,SAS,-0.7070760901220053,0
3,SAS,-0.7070760901220053,0
3,SAS,0.7070760901220053,1
3,SAS,0.35353804506100256,0
3,SAS,0.7070760901220053,0
3,SAS,0.35353804506100256,0
3,SAS,0.35353804506100256,1
3,SAS,0.7070760901220053,1
3,SAS,0,0
3,SAS,0.35353804506100256,1
3,SAS,0.7070760901220053,1
3,SAS,0.7070760901220053,1
3,SAS,-0.35353804506100267,0
3,SAS,0,0
3,SAS,0.7070760901220053,1
3,SAS,0.35353804506100256,1
3,SAS,0.7070760901220053,1
3,SAS,0,0
3,SAS,0.7070760901220053,1
3,SAS,-0.35353804506100267,0
3,SAS,-0.7070760901220053,0
3,SAS,0.7070760901220053,1
3,SAS,0.35353804506100256,1
3,SAS,-0.35353804506100267,0
3,SAS,0,1
3,SAS,-0.7070760901220053,0
3,SAS,0,1
3,SAS,0.7070760901220053,1
3,SAS,-0.7070760901220053,0
3,SAS,-0.35353804506100267,0
3,SAS,-0.35353804506100267,0
3,SAS,-0.35353804506100267,0
3,SAS,-0.35353804506100267,0
3,SAS,-0.7070760901220053,0
3,SAS,0,1
3,SAS,0.35353804506100256,1
3,SAS,0,0
3,SAS,0.7070760901220053,1
3,SAS,-0.35353804506100267,0
3,SAS,-0.7070760901220053,0
3,SAS,0.35353804506100256,1
3,SAS,0.35353804506100256,0
3,SAS,-0.35353804506100267,0
3,SAS,0.7070760901220053,1
3,SAS,0.35353804506100256,0
3,SAS,0.7070760901220053,1
3,SAS,0,0
3,SAS,0,0
3,SAS,0.35353804506100256,0
3,SAS,0.35353804506100256,0
3,SAS,0.35353804506100256,1
3,SAS,-0.35353804506100267,0
3,SAS,0,0
3,SAS,0.35353804506100256,1
3,SAS,-0.35353804506100267,0
3,SAS,0.35353804506100256,1
3,SAS,0.35353804506100256,1
3,SAS,-0.35353804506100267,0
3,SAS,0.35353804506100256,1
3,SAS,0.7070760901220053,1
