subjectIx,blockIx,trialIx,trial,trial_alt,r,t_d,t_d_alt,RT_trial
0,0,0,NS,NS,RB,NA,NA,0.7325747058639536
0,0,1,SR,SAS,RB,0.066,short,0.8230061180511257
0,0,2,SL,SAS,RB,0.466,long,0.7731895315810107
0,0,3,IG,NA,RB,0.166,short,0.933877598377876
0,0,4,NS,NS,RB,NA,NA,0.7045688064972637
0,0,5,NS,NS,RB,NA,NA,0.7014271343068685
0,0,6,NS,NS,RB,NA,NA,0.7071352429338731
0,0,7,IG,NA,RB,0.066,short,0.6582714706746629
0,0,8,IG,NA,RB,0.366,intermediate,0.9983957918011583
0,0,9,NS,NS,RB,NA,NA,0.6754305374488467
0,0,10,NS,NS,RB,NA,NA,0.8829317506460939
0,0,11,SB,SSS,RB,0.266,short,1.121580535385874
0,0,12,NS,NS,RB,NA,NA,0.5647166709823068
0,0,13,NS,NS,RB,NA,NA,0.6160967796604382
0,0,14,IG,NA,RB,0.166,short,0.7689855200151214
0,0,15,NS,NS,RB,NA,NA,0.6021071777940961
0,0,16,NS,NS,RB,NA,NA,0.6769141556578688
0,0,17,SR,SAS,RR,0.266,short,1.0170110497856513
0,0,18,SR,SAS,RL,0.266,short,0.7955163949518465
0,0,19,NS,NS,RB,NA,NA,0.6831942088174401
0,0,20,NS,NS,RB,NA,NA,0.6332236654125154
0,0,21,SB,SSS,NR,0.366,intermediate,NaN
0,0,22,NS,NS,RB,NA,NA,0.6191717128094751
0,0,23,NS,NS,RB,NA,NA,0.6706395879155025
0,0,24,NS,NS,RB,NA,NA,0.6831713529536501
0,0,25,NS,NS,RB,NA,NA,0.6799936599563807
0,0,26,NS,NS,RB,NA,NA,0.9343151505454443
0,0,27,IG,NA,RB,0.366,intermediate,1.0091764339158544
0,0,28,SB,SSS,NR,0.266,short,NaN
0,0,29,NS,NS,RB,NA,NA,0.6753222921834094
0,0,30,NS,NS,RB,NA,NA,0.7892001381551381
0,0,31,IG,NA,RB,0.266,short,1.004463559918804
0,0,32,SB,SSS,RB,0.466,long,0.6269244133436587
0,0,33,SB,SSS,NR,0.266,short,NaN
0,0,34,SR,SAS,RR,0.266,short,1.0106633433606476
0,0,35,NS,NS,RB,NA,NA,0.8192656228784472
0,0,36,NS,NS,RB,NA,NA,0.6846412576851435
0,0,37,SR,SAS,RL,0.166,short,1.0792586527531967
0,0,38,SL,SAS,RR,0.166,short,0.6861199390259571
0,0,39,IG,NA,RB,0.166,short,0.7766638019238599
0,0,40,SL,SAS,RR,0.166,short,0.913998138246825
0,0,41,NS,NS,RB,NA,NA,0.5052399270498427
0,0,42,SL,SAS,NOC,0.366,intermediate,0.6268642568029463
0,0,43,NS,NS,RB,NA,NA,0.7251233366841916
0,0,44,NS,NS,RB,NA,NA,0.8468253762694076
0,0,45,NS,NS,RB,NA,NA,0.7657109182619024
0,0,46,IG,NA,RB,0.466,long,0.6534055540105328
0,0,47,SL,SAS,NR,0.366,intermediate,NaN
0,0,48,NS,NS,RR,NA,NA,0.779680406965781
0,0,49,NS,NS,RB,NA,NA,0.5415368277172092
0,0,50,SR,SAS,RL,0.266,short,1.084455521980999
0,0,51,SB,SSS,NR,0.066,short,NaN
0,0,52,SB,SSS,NR,0.366,intermediate,NaN
0,0,53,NS,NS,RB,NA,NA,0.5768931648344733
0,0,54,NS,NS,RB,NA,NA,0.5659843472385546
0,0,55,NS,NS,RB,NA,NA,0.7735038450628053
0,0,56,NS,NS,RB,NA,NA,0.7157604880048893
0,0,57,NS,NS,RB,NA,NA,0.6189698500384111
0,0,58,SR,SAS,RR,0.166,short,1.0292445918603335
0,0,59,SR,SAS,RB,0.066,short,0.8144946036336478
0,0,60,NS,NS,RB,NA,NA,0.6075194404547801
0,0,61,SB,SSS,NR,0.266,short,NaN
0,0,62,IG,NA,RB,0.266,short,0.8685870604385855
0,0,63,NS,NS,RB,NA,NA,1.114996225311188
0,0,64,NS,NS,RB,NA,NA,0.6439203808695311
0,0,65,NS,NS,RB,NA,NA,0.562752165904385
0,0,66,NS,NS,RB,NA,NA,0.5831092216540128
0,0,67,NS,NS,RB,NA,NA,0.5955885096918792
0,0,68,SL,SAS,RR,0.066,short,0.7171139193524141
0,0,69,NS,NS,RB,NA,NA,0.5892550653079525
0,0,70,SR,SAS,RB,0.466,long,0.5939741560723633
0,0,71,NS,NS,RB,NA,NA,0.5752310882380698
0,0,72,NS,NS,RB,NA,NA,0.6812865690735634
0,0,73,NS,NS,RB,NA,NA,0.5845568190707127
0,0,74,NS,NS,RB,NA,NA,0.5657665767939761
0,0,75,NS,NS,RB,NA,NA,0.6485880917025497
0,0,76,IG,NA,RB,0.166,short,0.7623176489723846
0,0,77,SB,SSS,NR,0.166,short,NaN
0,0,78,NS,NS,RB,NA,NA,0.5922716703498736
0,0,79,NS,NS,RB,NA,NA,0.5658605600037845
0,0,80,NS,NS,RB,NA,NA,0.5236979368783068
0,0,81,SL,SAS,RR,0.166,short,0.661002652021125
0,0,82,NS,NS,RB,NA,NA,0.7046293287567096
0,0,83,SB,SSS,RB,0.366,intermediate,0.5377495237771655
0,0,84,NS,NS,RB,NA,NA,0.6037946700816974
0,0,85,NS,NS,RB,NA,NA,0.7019967017986346
0,0,86,NS,NS,RB,NA,NA,0.7778972858650377
0,0,87,SL,SAS,NOC,0.166,short,1.0478326056618243
0,0,88,NS,NS,RB,NA,NA,0.4674363695230568
0,0,89,NS,NS,RB,NA,NA,0.7451903975452296
0,0,90,IG,NA,RB,0.366,intermediate,1.0150587954267394
0,0,91,NS,NS,RB,NA,NA,0.6374935018247925
0,0,92,NS,NS,RB,NA,NA,0.6890432922518812
0,0,93,NS,NS,RB,NA,NA,0.6468567162082763
0,0,94,NS,NS,RB,NA,NA,0.5891230499837548
0,0,95,SR,SAS,RL,0.166,short,0.8356000509811565
0,0,96,NS,NS,RB,NA,NA,0.6218721758777974
0,0,97,SL,SAS,RR,0.066,short,0.6733587013441138
0,0,98,NS,NS,RB,NA,NA,0.5844529621390393
0,0,99,NS,NS,RB,NA,NA,0.5033342986134812
0,1,100,NS,NS,RB,NA,NA,0.8090421147207962
0,1,101,NS,NS,RB,NA,NA,0.5407282795349602
0,1,102,NS,NS,RB,NA,NA,0.545384653902147
0,1,103,NS,NS,RB,NA,NA,0.44869641010882333
0,1,104,NS,NS,RB,NA,NA,0.453325723123271
0,1,105,NS,NS,RBO,NA,NA,0.43463659507688135
0,1,106,NS,NS,RB,NA,NA,0.6031049722951138
0,1,107,SB,SSS,RB,0.266,short,0.42839493975043297
0,1,108,NS,NS,RB,NA,NA,0.5110507955250796
0,1,109,NS,NS,RB,NA,NA,0.5234979025553912
0,1,110,NS,NS,RB,NA,NA,0.46580135423573665
0,1,111,NS,NS,RB,NA,NA,0.423626663221512
0,1,112,SB,SSS,RB,0.366,intermediate,0.4049218103464227
0,1,113,NS,NS,RB,NA,NA,0.542258157976903
0,1,114,SB,SSS,RB,0.466,long,0.5546933799632825
0,1,115,NS,NS,RB,NA,NA,0.6685931675310712
0,1,116,SL,SAS,RB,0.466,long,0.5406235083792126
0,1,117,SR,SAS,RB,0.466,long,0.5609774557233322
0,1,118,NS,NS,RB,NA,NA,0.6425270889158128
0,1,119,NS,NS,RB,NA,NA,0.615983963245526
0,1,120,SR,SAS,RLO,0.066,short,0.6764177268487401
0,1,121,NS,NS,RB,NA,NA,0.5172639267984778
0,1,122,NS,NS,RB,NA,NA,0.5687007179658394
0,1,123,NS,NS,RB,NA,NA,0.8463704536407022
0,1,124,NS,NS,RB,NA,NA,0.4376546629064251
0,1,125,SB,SSS,NR,0.066,short,NaN
0,1,126,IG,NA,RB,0.266,short,0.844777127407724
0,1,127,SB,SSS,NR,0.066,short,NaN
0,1,128,IG,NA,RB,0.066,short,0.6123169724596664
0,1,129,NS,NS,RB,NA,NA,0.7184092054376379
0,1,130,SL,SAS,RR,0.266,short,0.9414799989317544
0,1,131,NS,NS,RB,NA,NA,0.6653116176166805
0,1,132,SR,SAS,RB,0.466,long,0.53741820553841535
0,1,133,NS,NS,RB,NA,NA,0.6502914916782174
0,1,134,SR,SAS,RL,0.266,short,0.7105548421095591
0,1,135,SL,SAS,RR,0.066,short,0.7074387684697285
0,1,136,NS,NS,RB,NA,NA,0.5950831213849597
0,1,137,NS,NS,RB,NA,NA,0.45164572753128596
0,1,138,NS,NS,RB,NA,NA,0.4562203693931224
0,1,139,SR,SAS,RB,0.466,long,0.44428285615867935
0,1,140,NS,NS,RB,NA,NA,0.4333981743257027
0,1,141,IG,NA,NOC,0.066,short,0.8800533776908802
0,1,142,NS,NS,RB,NA,NA,0.48177155168377794
0,1,143,SL,SAS,RRO,0.066,short,0.8061130932183005
0,1,144,IG,NA,RB,0.166,short,0.9044283070688834
0,1,145,NS,NS,RB,NA,NA,0.6283341615053359
0,1,146,NS,NS,RB,NA,NA,0.42240177310304716
0,1,147,NS,NS,RB,NA,NA,0.45047916553448886
0,1,148,SB,SSS,RRO,0.366,intermediate,0.43175602800329216
0,1,149,SL,SAS,RB,0.466,long,0.8653824889915995
0,1,150,NS,NS,RB,NA,NA,0.67513633708585985
0,1,151,NS,NS,RB,NA,NA,0.6953504067059839
0,1,152,IG,NA,NOC,0.166,short,0.7819256731672795
0,1,153,NS,NS,RB,NA,NA,0.5476493932510493
0,1,154,IG,NA,RB,0.466,long,0.5845469453488477
0,1,155,NS,NS,RB,NA,NA,0.7998919167584972
0,1,156,NS,NS,RB,NA,NA,0.5861508766829502
0,1,157,NS,NS,RB,NA,NA,0.4660087024094537
0,1,158,NS,NS,RB,NA,NA,0.5486561472498579
0,1,159,NS,NS,RB,NA,NA,0.5299611680966336
0,1,160,NS,NS,RB,NA,NA,0.48006851741229184
0,1,161,SR,SAS,RL,0.266,short,0.8746228303643875
0,1,162,SR,SAS,RL,0.366,intermediate,0.7936155205243267
0,1,163,NS,NS,RB,NA,NA,0.5174127640057122
0,1,164,NS,NS,RB,NA,NA,0.46746233373414725
0,1,165,SB,SSS,NR,0.166,short,NaN
0,1,166,NS,NS,RB,NA,NA,0.515899524645647
0,1,167,IG,NA,RB,0.066,short,0.6608858129620785
0,1,168,NS,NS,RB,NA,NA,0.5641803815524327
0,1,169,NS,NS,RB,NA,NA,0.4518964104063343
0,1,170,NS,NS,RB,NA,NA,0.5579083736811299
0,1,171,NS,NS,RB,NA,NA,0.4690977147547528
0,1,172,NS,NS,RB,NA,NA,0.5907452660030685
0,1,173,NS,NS,RB,NA,NA,0.517434888475691
0,1,174,SB,SSS,NR,0.266,short,NaN
0,1,175,NS,NS,RB,NA,NA,0.45647982889204286
0,1,176,IG,NA,RB,0.066,short,0.7576239738991717
0,1,177,SL,SAS,NOC,0.366,intermediate,0.5282884863845538
0,1,178,SB,SSS,NR,0.166,short,NaN
0,1,179,NS,NS,RB,NA,NA,0.576630048424704
0,1,180,NS,NS,RB,NA,NA,0.4954406232573092
0,1,181,SR,SAS,RB,0.366,intermediate,0.4923925685870927
0,1,182,SL,SAS,RR,0.066,short,0.6530941660457756
0,1,183,NS,NS,RB,NA,NA,0.5407088977808598
0,1,184,NS,NS,RB,NA,NA,0.5064273336029146
0,1,185,SB,SSS,NR,0.166,short,NaN
0,1,186,NS,NS,RB,NA,NA,0.5470193034852855
0,1,187,NS,NS,RB,NA,NA,0.5282073024718557
0,1,188,NS,NS,RB,NA,NA,0.642162675401778
0,1,189,NS,NS,RB,NA,NA,0.49858631810639054
0,1,190,NS,NS,RB,NA,NA,0.6124469764472451
0,1,191,IG,NA,RB,0.466,long,0.4610380145604722
0,1,192,NS,NS,RB,NA,NA,0.715448185801506
0,1,193,NS,NS,RB,NA,NA,0.5641180308448384
0,1,194,NS,NS,RB,NA,NA,0.4985031228279695
0,1,195,IG,NA,RB,0.266,short,0.4486214429343818
0,1,196,SB,SSS,NR,0.366,intermediate,NaN
0,1,197,NS,NS,RB,NA,NA,0.8947081759251887
0,1,198,NS,NS,RB,NA,NA,0.6888836670696037
0,1,199,IG,NA,RB,0.466,long,0.5531549077131785
0,2,200,NS,NS,RB,NA,NA,0.6872689477459062
0,2,201,SL,SAS,RB,0.266,short,0.364331851771567
0,2,202,NS,NS,RB,NA,NA,0.42362940590828657
0,2,203,SL,SAS,RB,0.266,short,0.4282563419546932
0,2,204,NS,NS,RB,NA,NA,0.5421016411855817
0,2,205,SL,SAS,RR,0.266,short,0.8588343825831544
0,2,206,NS,NS,RB,NA,NA,0.5202704752737191
0,2,207,IG,NA,RB,0.466,long,0.5483634096744936
0,2,208,NS,NS,RB,NA,NA,0.5530451997037744
0,2,209,SB,SSS,NR,0.266,short,NaN
0,2,210,NS,NS,RB,NA,NA,0.5701850675832247
0,2,211,NS,NS,RB,NA,NA,0.5203353858232731
0,2,212,NS,NS,RB,NA,NA,0.6107309600920416
0,2,213,SL,SAS,RR,0.166,short,0.7246263593260664
0,2,214,IG,NA,RB,0.066,short,0.7214685966027901
0,2,215,NS,NS,RB,NA,NA,0.531176733027678
0,2,216,SB,SSS,RB,0.266,short,0.6450562246318441
0,2,217,IG,NA,RB,0.066,short,0.4937604448350612
0,2,218,NS,NS,RB,NA,NA,0.5373741394723766
0,2,219,NS,NS,RB,NA,NA,0.6356359620549483
0,2,220,NS,NS,RB,NA,NA,0.5312334155023564
0,2,221,NS,NS,RB,NA,NA,0.5124839480558876
0,2,222,SR,SAS,RR,0.166,short,0.9148681228980422
0,2,223,IG,NA,RB,0.466,long,0.6465255807997892
0,2,224,SR,SAS,RL,0.166,short,0.7058428823656868
0,2,225,NS,NS,RB,NA,NA,0.4921605361159891
0,2,226,NS,NS,RB,NA,NA,0.5357800818455871
0,2,227,IG,NA,NOC,0.366,intermediate,0.7744167987257242
0,2,228,NS,NS,RB,NA,NA,0.732306469741161
0,2,229,NS,NS,RB,NA,NA,0.41724183890619315
0,2,230,SR,SAS,RB,0.166,short,0.40627121907891706
0,2,231,NS,NS,RB,NA,NA,0.5124261685123201
0,2,232,NS,NS,RB,NA,NA,0.5794533845037222
0,2,233,NS,NS,RB,NA,NA,0.513934288173914
0,2,234,IG,NA,RB,0.366,intermediate,0.768166366731748
0,2,235,SL,SAS,NR,0.166,short,NaN
0,2,236,NS,NS,RB,NA,NA,0.6215057510853512
0,2,237,IG,NA,RB,0.466,long,0.4468050437280908
0,2,238,SL,SAS,RB,0.466,long,0.6542802926705917
0,2,239,NS,NS,RB,NA,NA,0.7447362063103355
0,2,240,NS,NS,RB,NA,NA,0.7103941198729444
0,2,241,SR,SAS,RB,0.466,long,0.465455408237176
0,2,242,NS,NS,RB,NA,NA,0.532608788475045
0,2,243,NS,NS,RB,NA,NA,0.5918622765602777
0,2,244,IG,NA,RB,0.366,intermediate,0.5185617727402132
0,2,245,NS,NS,RB,NA,NA,0.6558536886004731
0,2,246,NS,NS,RB,NA,NA,0.6683073781314306
0,2,247,NS,NS,RB,NA,NA,0.5480611640377901
0,2,248,SL,SAS,RB,0.466,long,0.42020816111471504
0,2,249,SL,SAS,RR,0.266,short,0.8772141339723021
0,2,250,NS,NS,RB,NA,NA,0.6480209011933766
0,2,251,NS,NS,RB,NA,NA,0.42646334708842915
0,2,252,NS,NS,RB,NA,NA,0.5013341384474188
0,2,253,NS,NS,RB,NA,NA,0.41239237842091825
0,2,254,SL,SAS,RB,0.266,short,0.4404829358245479
0,2,255,NS,NS,RB,NA,NA,0.5543324405298335
0,2,256,IG,NA,RB,0.266,short,0.8163954780466156
0,2,257,IG,NA,RB,0.166,short,0.5480200235469965
0,2,258,NS,NS,RB,NA,NA,0.615048885170836
0,2,259,SL,SAS,RB,0.466,long,0.49510784226004034
0,2,260,NS,NS,RB,NA,NA,0.5387308620702242
0,2,261,NS,NS,RB,NA,NA,0.48098567652050406
0,2,262,SR,SAS,RLO,0.066,short,0.8054884888697416
0,2,263,NS,NS,RB,NA,NA,0.5137929476622958
0,2,264,NS,NS,RB,NA,NA,0.5573872605455108
0,2,265,SR,SAS,RB,0.466,long,0.4061125081498176
0,2,266,SR,SAS,RB,0.466,long,0.6135407654946903
0,2,267,NS,NS,RB,NA,NA,0.7887889159028418
0,2,268,NS,NS,RB,NA,NA,0.6852594623924233
0,2,269,NS,NS,RB,NA,NA,0.697805306641385
0,2,270,NS,NS,RB,NA,NA,0.5698433270590613
0,2,271,SR,SAS,RL,0.066,short,0.683668330340879
0,2,272,NS,NS,RB,NA,NA,0.7820477233326528
0,2,273,SB,SSS,RB,0.466,long,0.4825475531251868
0,2,274,NS,NS,RB,NA,NA,0.5729398361145286
0,2,275,SR,SAS,RL,0.366,intermediate,0.9208435534092132
0,2,276,NS,NS,RB,NA,NA,0.675884545838926
0,2,277,NS,NS,RB,NA,NA,0.5480033844942227
0,2,278,SR,SAS,RL,0.066,short,0.7399053962144535
0,2,279,NS,NS,RB,NA,NA,0.6119101385120302
0,2,280,SL,SAS,RRO,0.166,short,0.8261523614055477
0,2,281,NS,NS,RB,NA,NA,0.5266342721879482
0,2,282,SB,SSS,RB,0.366,intermediate,0.5391594547545537
0,2,283,SL,SAS,RR,0.066,short,0.6139156012213789
0,2,284,NS,NS,RB,NA,NA,0.6030404274206376
0,2,285,SL,SAS,RR,0.366,intermediate,0.8573211431794334
0,2,286,NS,NS,RB,NA,NA,0.6747945965616964
0,2,287,SR,SAS,RB,0.466,long,0.6013748767145444
0,2,288,NS,NS,RB,NA,NA,0.7777116964571178
0,2,289,NS,NS,RB,NA,NA,0.5795726005744655
0,2,290,NS,NS,RB,NA,NA,0.6544552769628353
0,2,291,NS,NS,RB,NA,NA,0.7137308894889429
0,2,292,NS,NS,RB,NA,NA,0.6092910422303248
0,2,293,SB,SSS,RB,0.466,long,0.5592839294986334
0,2,294,NS,NS,RB,NA,NA,0.46256862438167445
0,2,295,NS,NS,RB,NA,NA,0.5998978409770643
0,2,296,IG,NA,RB,0.466,long,0.6045684773707762
0,2,297,NS,NS,RB,NA,NA,0.9602901714970358
0,2,298,SL,SAS,RR,0.166,short,0.8634856371791102
0,2,299,SL,SAS,RB,0.466,long,0.6419865940115415
0,3,300,SR,SAS,RB,0.266,short,0.6356374248425709
0,3,301,IG,NA,RB,0.266,short,0.8420353409601375
0,3,302,SR,SAS,RL,0.066,short,0.8322082444792613
0,3,303,SR,SAS,RB,0.466,long,0.6185099905414972
0,3,304,NS,NS,RB,NA,NA,0.5763928962405771
0,3,305,NS,NS,RB,NA,NA,0.6980122891254723
0,3,306,IG,NA,RB,0.066,short,0.6325443898676895
0,3,307,SL,SAS,RB,0.366,intermediate,0.38762286586279515
0,3,308,NS,NS,RB,NA,NA,0.5717028780927649
0,3,309,SL,SAS,RR,0.366,intermediate,0.779177578544477
0,3,310,NS,NS,RB,NA,NA,0.6278598571370821
0,3,311,SL,SAS,NOC,0.266,short,0.48430946400912944
0,3,312,IG,NA,RB,0.066,short,0.6761990421509836
0,3,313,NS,NS,RB,NA,NA,0.49368383205728605
0,3,314,IG,NA,RR,0.166,short,0.4359256644092966
0,3,315,NS,NS,RB,NA,NA,0.6423126097215572
0,3,316,SL,SAS,RR,0.266,short,0.6782173041719943
0,3,317,NS,NS,RB,NA,NA,0.551343628205359
0,3,318,NS,NS,RB,NA,NA,0.5326899724022951
0,3,319,NS,NS,RB,NA,NA,0.7088377286563627
0,3,320,NS,NS,RB,NA,NA,0.5808580129523762
0,3,321,SR,SAS,RL,0.266,short,0.9288584561436437
0,3,322,NS,NS,RB,NA,NA,0.6760403312218841
0,3,323,NS,NS,RB,NA,NA,0.5794378425489413
0,3,324,NS,NS,RB,NA,NA,0.529447003180394
0,3,325,SB,SSS,RB,0.466,long,0.5029565373406513
0,3,326,NS,NS,RBO,NA,NA,0.6859135050763143
0,3,327,IG,NA,RB,0.466,long,0.628290278284112
0,3,328,NS,NS,RB,NA,NA,0.587143185781315
0,3,329,NS,NS,RB,NA,NA,0.45923660875996575
0,3,330,SL,SAS,NOC,0.266,short,0.4561605785129359
0,3,331,SL,SAS,RR,0.166,short,0.7092716238985304
0,3,332,NS,NS,RB,NA,NA,0.6213947631040355
0,3,333,NS,NS,RB,NA,NA,0.5871675044181757
0,3,334,SB,SSS,NR,0.166,short,NaN
0,3,335,SB,SSS,NR,0.066,short,NaN
0,3,336,IG,NA,RB,0.266,short,0.7805381409125403
0,3,337,NS,NS,RB,NA,NA,0.6759902312187478
0,3,338,NS,NS,RB,NA,NA,0.6650627632188844
0,3,339,IG,NA,RB,0.366,intermediate,0.5060115401865914
0,3,340,NS,NS,RB,NA,NA,0.6432765775971347
0,3,341,NS,NS,RB,NA,NA,0.7025081240572035
0,3,342,IG,NA,RBO,0.266,short,0.7228783447644673
0,3,343,NS,NS,RB,NA,NA,0.571441407315433
0,3,344,NS,NS,RB,NA,NA,0.48250549836666323
0,3,345,NS,NS,RB,NA,NA,0.5729455043619964
0,3,346,NS,NS,RB,NA,NA,0.49189138575457036
0,3,347,SR,SAS,RB,0.466,long,0.4419910555006936
0,3,348,NS,NS,RB,NA,NA,0.6728869568323717
0,3,349,NS,NS,RB,NA,NA,0.5683613544679247
0,3,350,NS,NS,RB,NA,NA,0.5027111570670968
0,3,351,NS,NS,RB,NA,NA,0.4996523144218372
0,3,352,IG,NA,RB,0.466,long,0.6447333173127845
0,3,353,NS,NS,RB,NA,NA,0.540207166413893
0,3,354,NS,NS,RB,NA,NA,0.6072482787421905
0,3,355,NS,NS,RB,NA,NA,0.666495367186144
0,3,356,SR,SAS,RL,0.166,short,0.7570242366928142
0,3,357,NS,NS,RB,NA,NA,0.5667309103300795
0,3,358,SR,SAS,RL,0.266,short,0.7507661251584068
0,3,359,NS,NS,RB,NA,NA,0.5682463438861305
0,3,360,SR,SAS,NOC,0.366,intermediate,0.6743385769077577
0,3,361,NS,NS,RB,NA,NA,0.5999110059492523
0,3,362,NS,NS,RB,NA,NA,0.5042712051945273
0,3,363,NS,NS,RB,NA,NA,0.5713900273985928
0,3,364,NS,NS,RB,NA,NA,0.49019182557822205
0,3,365,SB,SSS,NR,0.066,short,NaN
0,3,366,SL,SAS,NOC,0.266,short,0.49952797865262255
0,3,367,NS,NS,RB,NA,NA,0.4809008356387494
0,3,368,NS,NS,RB,NA,NA,0.618200796758174
0,3,369,SB,SSS,RB,0.466,long,0.6617823103879346
0,3,370,IG,NA,RBO,0.166,short,0.7902021381305531
0,3,371,NS,NS,RB,NA,NA,0.6923915812221821
0,3,372,SB,SSS,RB,0.366,intermediate,0.5654765819199383
0,3,373,SB,SSS,NR,0.466,long,NaN
0,3,374,NS,NS,RB,NA,NA,0.6539378207817208
0,3,375,SR,SAS,RL,0.166,short,0.8224764111218974
0,3,376,SR,SAS,RL,0.166,short,0.9129080061393324
0,3,377,NS,NS,RB,NA,NA,0.6524145248258719
0,3,378,SB,SSS,RB,0.466,long,0.5790346655412577
0,3,379,NS,NS,RB,NA,NA,0.5915243758208817
0,3,380,NS,NS,RB,NA,NA,0.6819358577486128
0,3,381,IG,NA,RB,0.066,short,0.6553762758412631
0,3,382,SL,SAS,RB,0.466,long,0.7615515212528408
0,3,383,NS,NS,RB,NA,NA,0.508801598160062
0,3,384,NS,NS,RB,NA,NA,0.6773469538165955
0,3,385,NS,NS,RB,NA,NA,0.5806204950786196
0,3,386,SL,SAS,NOC,0.366,intermediate,0.5696751080686226
0,3,387,SB,SSS,NR,0.266,short,NaN
0,3,388,NS,NS,RB,NA,NA,0.500970456370851
0,3,389,NS,NS,RB,NA,NA,0.5836667212715838
0,3,390,NS,NS,RB,NA,NA,0.54146368902002
0,3,391,SB,SSS,NR,0.166,short,NaN
0,3,392,NS,NS,RB,NA,NA,0.5430820652545663
0,3,393,NS,NS,RB,NA,NA,0.7427974826423451
0,3,394,NS,NS,RB,NA,NA,0.7083696410845732
0,3,395,NS,NS,RB,NA,NA,0.5493310344754718
0,3,396,SB,SSS,RB,0.466,long,0.553970769746229
0,3,397,NS,NS,RBO,NA,NA,0.40273551223799586
0,3,398,NS,NS,RB,NA,NA,0.5477726319222711
0,3,399,NS,NS,RB,NA,NA,0.9891353372804588
0,4,400,IG,NA,RB,0.466,long,0.6709685291571077
0,4,401,NS,NS,RB,NA,NA,0.5429467586945975
0,4,402,NS,NS,RB,NA,NA,0.6568012002826435
0,4,403,NS,NS,RB,NA,NA,0.4587538934429176
0,4,404,SR,SAS,RL,0.166,short,0.9002279524283949
0,4,405,NS,NS,RB,NA,NA,0.5071272708155448
0,4,406,SL,SAS,NOC,0.466,long,0.5429853393434314
0,4,407,NS,NS,RB,NA,NA,0.5242963941418566
0,4,408,IG,NA,RB,0.366,intermediate,0.9422870843409328
0,4,409,NS,NS,RB,NA,NA,0.634998741268646
0,4,410,NS,NS,RB,NA,NA,0.7722515279456275
0,4,411,NS,NS,RB,NA,NA,0.5663842329813633
0,4,412,NS,NS,RB,NA,NA,0.5387756595300743
0,4,413,NS,NS,RB,NA,NA,0.5044803818309447
0,4,414,NS,NS,RB,NA,NA,0.6027217255614232
0,4,415,SB,SSS,NR,0.066,short,NaN
0,4,416,SB,SSS,NR,0.166,short,NaN
0,4,417,NS,NS,RB,NA,NA,0.6947724282654235
0,4,418,SB,SSS,NR,0.166,short,NaN
0,4,419,SB,SSS,RB,0.366,intermediate,0.5480633582046721
0,4,420,NS,NS,RB,NA,NA,0.5917320897133322
0,4,421,NS,NS,RB,NA,NA,0.5418670488725184
0,4,422,NS,NS,RB,NA,NA,0.593311702425126
0,4,423,SL,SAS,RR,0.166,short,0.7149128106248099
0,4,424,SL,SAS,RR,0.066,short,0.6806952428014483
0,4,425,SR,SAS,RL,0.066,short,0.7231379870790988
0,4,426,SL,SAS,RL,0.466,long,0.9708173880644608
0,4,427,SB,SSS,NR,0.366,intermediate,NaN
0,4,428,IG,NA,RB,0.066,short,0.6759858428995358
0,4,429,NS,NS,RB,NA,NA,0.562595283423434
0,4,430,SR,SAS,RL,0.366,intermediate,0.895950070786057
0,4,431,SL,SAS,RR,0.366,intermediate,0.8771662281360477
0,4,432,NS,NS,RB,NA,NA,0.65564268350135535
0,4,433,NS,NS,RB,NA,NA,0.45752845480456017
0,4,434,NS,NS,RB,NA,NA,0.6572343641309999
0,4,435,NS,NS,RB,NA,NA,0.466929152738885
0,4,436,SL,SAS,NOC,0.166,short,0.39359719929052517
0,4,437,SR,SAS,NOC,0.066,short,0.8505991495330818
0,4,438,SL,SAS,RR,0.166,short,0.8552513184258714
0,4,439,NS,NS,RB,NA,NA,0.5948242104204837
0,4,440,NS,NS,RB,NA,NA,0.6072932590468554
0,4,441,NS,NS,RB,NA,NA,0.7523733477428323
0,4,442,NS,NS,NOC,NA,NA,0.49175900474074297
0,4,443,NS,NS,RB,NA,NA,0.5900420375692192
0,4,444,SB,SSS,NR,0.066,short,NaN
0,4,445,SB,SSS,NR,0.066,short,NaN
0,4,446,SR,SAS,RL,0.166,short,0.8147463835775852
0,4,447,NS,NS,RB,NA,NA,0.6088664721464738
0,4,448,NS,NS,RB,NA,NA,0.5744784911803436
0,4,449,SR,SAS,RR,0.066,short,0.7117601676436607
0,4,450,SL,SAS,RR,0.066,short,0.8957770977867767
0,4,451,NS,NS,RB,NA,NA,0.6118326115247328
0,4,452,SR,SAS,RB,0.466,long,0.5385595347033814
0,4,453,SB,SSS,RB,0.366,intermediate,0.6056571466906462
0,4,454,SB,SSS,NR,0.066,short,NaN
0,4,455,NS,NS,RB,NA,NA,0.5291390892962227
0,4,456,SL,SAS,NOC,0.366,intermediate,0.5104762911651051
0,4,457,NS,NS,RB,NA,NA,0.6789154129219241
0,4,458,NS,NS,RB,NA,NA,0.5354153026419226
0,4,459,NS,NS,RB,NA,NA,0.6024664715805557
0,4,460,NS,NS,RB,NA,NA,0.6616992979834322
0,4,461,NS,NS,RB,NA,NA,0.5572373262548354
