subjectIx,blockIx,trialIx,trial,trial_alt,r,t_d,t_d_alt,r_bi,trialCorrect
6,3,361,NS,NS,RB,NA,NA,TRUE,TRUE
6,3,362,NS,NS,RB,NA,NA,TRUE,TRUE
6,3,363,NS,NS,RB,NA,NA,TRUE,TRUE
6,3,364,NS,NS,RB,NA,NA,TRUE,TRUE
6,3,365,SB,SSS,NR,0.066,short,FALSE,TRUE
6,3,366,SL,SAS,RB,0.266,short,TRUE,FALSE
6,3,367,NS,NS,RB,NA,NA,TRUE,TRUE
6,3,368,NS,NS,RB,NA,NA,TRUE,TRUE
6,3,369,SB,SSS,RBO,0.466,long,TRUE,FALSE
6,3,370,IG,NA,RB,0.166,short,TRUE,TRUE
6,3,371,NS,NS,RB,NA,NA,TRUE,TRUE
6,3,372,SB,SSS,RB,0.366,intermediate,TRUE,FALSE
6,3,373,SB,SSS,RB,0.466,long,TRUE,FALSE
6,3,374,NS,NS,RB,NA,NA,TRUE,TRUE
6,3,375,SR,SAS,RL,0.166,short,FALSE,TRUE
6,3,376,SR,SAS,RL,0.166,short,FALSE,TRUE
6,3,377,NS,NS,RB,NA,NA,TRUE,TRUE
6,3,378,SB,SSS,RB,0.466,long,TRUE,FALSE
6,3,379,NS,NS,RB,NA,NA,TRUE,TRUE
6,3,380,NS,NS,RB,NA,NA,TRUE,TRUE
6,3,381,IG,NA,RBO,0.066,short,TRUE,FALSE
6,3,382,SL,SAS,RB,0.466,long,TRUE,FALSE
6,3,383,NS,NS,RB,NA,NA,TRUE,TRUE
6,3,384,NS,NS,RB,NA,NA,TRUE,TRUE
6,3,385,NS,NS,RB,NA,NA,TRUE,TRUE
6,3,386,SL,SAS,RB,0.366,intermediate,TRUE,FALSE
6,3,387,SB,SSS,NR,0.266,short,FALSE,TRUE
6,3,388,NS,NS,RB,NA,NA,TRUE,TRUE
6,3,389,NS,NS,RB,NA,NA,TRUE,TRUE
6,3,390,NS,NS,RB,NA,NA,TRUE,TRUE
6,3,391,SB,SSS,NR,0.166,short,FALSE,TRUE
6,3,392,NS,NS,RB,NA,NA,TRUE,TRUE
6,3,393,NS,NS,RB,NA,NA,TRUE,TRUE
6,3,394,NS,NS,RB,NA,NA,TRUE,TRUE
6,3,395,NS,NS,RB,NA,NA,TRUE,TRUE
6,3,396,SB,SSS,RB,0.466,long,TRUE,FALSE
6,3,397,NS,NS,RB,NA,NA,TRUE,TRUE
6,3,398,NS,NS,RB,NA,NA,TRUE,TRUE
6,3,399,NS,NS,RB,NA,NA,TRUE,TRUE
6,4,400,IG,NA,RB,0.466,long,TRUE,TRUE
6,4,401,NS,NS,RB,NA,NA,TRUE,TRUE
6,4,402,NS,NS,RB,NA,NA,TRUE,TRUE
6,4,403,NS,NS,RB,NA,NA,TRUE,TRUE
6,4,404,SR,SAS,RB,0.166,short,TRUE,FALSE
6,4,405,NS,NS,RB,NA,NA,TRUE,TRUE
6,4,406,SL,SAS,RB,0.466,long,TRUE,FALSE
6,4,407,NS,NS,RB,NA,NA,TRUE,TRUE
6,4,408,IG,NA,RB,0.366,intermediate,TRUE,TRUE
6,4,409,NS,NS,RB,NA,NA,TRUE,TRUE
6,4,410,NS,NS,RB,NA,NA,TRUE,TRUE
6,4,411,NS,NS,RB,NA,NA,TRUE,TRUE
6,4,412,NS,NS,RB,NA,NA,TRUE,TRUE
6,4,413,NS,NS,RBO,NA,NA,TRUE,FALSE
6,4,414,NS,NS,RB,NA,NA,TRUE,TRUE
6,4,415,SB,SSS,NR,0.066,short,FALSE,TRUE
6,4,416,SB,SSS,NR,0.166,short,FALSE,TRUE
6,4,417,NS,NS,RB,NA,NA,TRUE,TRUE
6,4,418,SB,SSS,NR,0.166,short,FALSE,TRUE
6,4,419,SB,SSS,RB,0.366,intermediate,TRUE,FALSE
6,4,420,NS,NS,RB,NA,NA,TRUE,TRUE
6,4,421,NS,NS,RB,NA,NA,TRUE,TRUE
6,4,422,NS,NS,RB,NA,NA,TRUE,TRUE
6,4,423,SL,SAS,RR,0.166,short,FALSE,TRUE
6,4,424,SL,SAS,RRO,0.066,short,FALSE,FALSE
6,4,425,SR,SAS,RL,0.066,short,FALSE,TRUE
6,4,426,SL,SAS,RB,0.466,long,TRUE,FALSE
6,4,427,SB,SSS,NR,0.366,intermediate,FALSE,TRUE
6,4,428,IG,NA,RB,0.066,short,TRUE,TRUE
6,4,429,NS,NS,RB,NA,NA,TRUE,TRUE
6,4,430,SR,SAS,RB,0.366,intermediate,TRUE,FALSE
6,4,431,SL,SAS,RR,0.366,intermediate,FALSE,TRUE
6,4,432,NS,NS,RB,NA,NA,TRUE,TRUE
6,4,433,NS,NS,RB,NA,NA,TRUE,TRUE
6,4,434,NS,NS,RB,NA,NA,TRUE,TRUE
6,4,435,NS,NS,RB,NA,NA,TRUE,TRUE
6,4,436,SL,SAS,RR,0.166,short,FALSE,TRUE
6,4,437,SR,SAS,RL,0.066,short,FALSE,TRUE
6,4,438,SL,SAS,RL,0.166,short,FALSE,FALSE
6,4,439,NS,NS,RB,NA,NA,TRUE,TRUE
6,4,440,NS,NS,RB,NA,NA,TRUE,TRUE
6,4,441,NS,NS,RB,NA,NA,TRUE,TRUE
6,4,442,NS,NS,RB,NA,NA,TRUE,TRUE
6,4,443,NS,NS,RB,NA,NA,TRUE,TRUE
6,4,444,SB,SSS,NR,0.066,short,FALSE,TRUE
6,4,445,SB,SSS,NR,0.066,short,FALSE,TRUE
6,4,446,SR,SAS,RL,0.166,short,FALSE,TRUE
6,4,447,NS,NS,RB,NA,NA,TRUE,TRUE
6,4,448,NS,NS,RB,NA,NA,TRUE,TRUE
6,4,449,SR,SAS,RLO,0.066,short,FALSE,FALSE
6,4,450,SL,SAS,RR,0.066,short,FALSE,TRUE
6,4,451,NS,NS,RB,NA,NA,TRUE,TRUE
6,4,452,SR,SAS,RB,0.466,long,TRUE,FALSE
6,4,453,SB,SSS,RB,0.366,intermediate,TRUE,FALSE
6,4,454,SB,SSS,NR,0.066,short,FALSE,TRUE
6,4,455,NS,NS,RB,NA,NA,TRUE,TRUE
6,4,456,SL,SAS,RB,0.366,intermediate,TRUE,FALSE
6,4,457,NS,NS,RB,NA,NA,TRUE,TRUE
6,4,458,NS,NS,RB,NA,NA,TRUE,TRUE
6,4,459,NS,NS,RB,NA,NA,TRUE,TRUE
6,4,460,NS,NS,RB,NA,NA,TRUE,TRUE
6,4,461,NS,NS,RB,NA,NA,TRUE,TRUE
6,4,462,SB,SSS,RB,0.466,long,TRUE,FALSE
6,4,463,NS,NS,RB,NA,NA,TRUE,TRUE
6,4,464,NS,NS,RB,NA,NA,TRUE,TRUE
6,4,465,SB,SSS,NR,0.266,short,FALSE,TRUE
6,4,466,NS,NS,RB,NA,NA,TRUE,TRUE
6,4,467,NS,NS,RB,NA,NA,TRUE,TRUE
6,4,468,SR,SAS,RB,0.466,long,TRUE,FALSE
6,4,469,NS,NS,RB,NA,NA,TRUE,TRUE
6,4,470,NS,NS,RB,NA,NA,TRUE,TRUE
6,4,471,SR,SAS,RB,0.366,intermediate,TRUE,FALSE
6,4,472,NS,NS,RB,NA,NA,TRUE,TRUE
6,4,473,NS,NS,RB,NA,NA,TRUE,TRUE
6,4,474,IG,NA,RB,0.066,short,TRUE,TRUE
6,4,475,IG,NA,RB,0.366,intermediate,TRUE,TRUE
6,4,476,NS,NS,RB,NA,NA,TRUE,TRUE
6,4,477,NS,NS,RR,NA,NA,FALSE,FALSE
6,4,478,NS,NS,RB,NA,NA,TRUE,TRUE
6,4,479,NS,NS,RB,NA,NA,TRUE,TRUE
6,4,480,NS,NS,RB,NA,NA,TRUE,TRUE
6,4,481,IG,NA,RB,0.266,short,TRUE,TRUE
6,4,482,SL,SAS,RB,0.366,intermediate,TRUE,FALSE
6,4,483,NS,NS,RB,NA,NA,TRUE,TRUE
6,4,484,NS,NS,RB,NA,NA,TRUE,TRUE
6,4,485,NS,NS,RB,NA,NA,TRUE,TRUE
6,4,486,NS,NS,RB,NA,NA,TRUE,TRUE
6,4,487,NS,NS,RB,NA,NA,TRUE,TRUE
6,4,488,SB,SSS,NR,0.166,short,FALSE,TRUE
6,4,489,NS,NS,RB,NA,NA,TRUE,TRUE
6,4,490,IG,NA,RB,0.166,short,TRUE,TRUE
6,4,491,SL,SAS,RB,0.466,long,TRUE,FALSE
6,4,492,NS,NS,RB,NA,NA,TRUE,TRUE
6,4,493,SB,SSS,RB,0.466,long,TRUE,FALSE
6,4,494,NS,NS,RB,NA,NA,TRUE,TRUE
6,4,495,NS,NS,RB,NA,NA,TRUE,TRUE
6,4,496,SR,SAS,RR,0.266,short,FALSE,FALSE
6,4,497,SR,SAS,RB,0.366,intermediate,TRUE,FALSE
6,4,498,NS,NS,RB,NA,NA,TRUE,TRUE
6,4,499,NS,NS,RB,NA,NA,TRUE,TRUE
6,5,500,SB,SSS,NR,0.366,intermediate,FALSE,TRUE
6,5,501,NS,NS,RB,NA,NA,TRUE,TRUE
6,5,502,SL,SAS,RB,0.466,long,TRUE,FALSE
6,5,503,NS,NS,RB,NA,NA,TRUE,TRUE
6,5,504,SB,SSS,RB,0.366,intermediate,TRUE,FALSE
6,5,505,SL,SAS,RB,0.466,long,TRUE,FALSE
6,5,506,NS,NS,RB,NA,NA,TRUE,TRUE
6,5,507,SB,SSS,NR,0.066,short,FALSE,TRUE
6,5,508,NS,NS,RB,NA,NA,TRUE,TRUE
6,5,509,NS,NS,RB,NA,NA,TRUE,TRUE
6,5,510,SL,SAS,RR,0.166,short,FALSE,TRUE
6,5,511,NS,NS,RB,NA,NA,TRUE,TRUE
6,5,512,NS,NS,RB,NA,NA,TRUE,TRUE
6,5,513,SL,SAS,RR,0.266,short,FALSE,TRUE
6,5,514,NS,NS,RB,NA,NA,TRUE,TRUE
6,5,515,NS,NS,RB,NA,NA,TRUE,TRUE
6,5,516,NS,NS,RB,NA,NA,TRUE,TRUE
6,5,517,NS,NS,RB,NA,NA,TRUE,TRUE
6,5,518,SR,SAS,RB,0.466,long,TRUE,FALSE
6,5,519,IG,NA,RB,0.266,short,TRUE,TRUE
6,5,520,IG,NA,RB,0.366,intermediate,TRUE,TRUE
6,5,521,NS,NS,RB,NA,NA,TRUE,TRUE
6,5,522,NS,NS,RB,NA,NA,TRUE,TRUE
6,5,523,NS,NS,RB,NA,NA,TRUE,TRUE
6,5,524,NS,NS,RB,NA,NA,TRUE,TRUE
6,5,525,NS,NS,RB,NA,NA,TRUE,TRUE
6,5,526,NS,NS,RB,NA,NA,TRUE,TRUE
6,5,527,IG,NA,RB,0.166,short,TRUE,TRUE
6,5,528,SB,SSS,NR,0.066,short,FALSE,TRUE
6,5,529,IG,NA,RB,0.466,long,TRUE,TRUE
6,5,530,SB,SSS,NR,0.266,short,FALSE,TRUE
6,5,531,NS,NS,RB,NA,NA,TRUE,TRUE
6,5,532,SL,SAS,RRO,0.366,intermediate,FALSE,FALSE
6,5,533,NS,NS,RB,NA,NA,TRUE,TRUE
6,5,534,NS,NS,RB,NA,NA,TRUE,TRUE
6,5,535,NS,NS,RB,NA,NA,TRUE,TRUE
6,5,536,NS,NS,RB,NA,NA,TRUE,TRUE
6,5,537,SR,SAS,RB,0.466,long,TRUE,FALSE
6,5,538,NS,NS,RB,NA,NA,TRUE,TRUE
6,5,539,NS,NS,RB,NA,NA,TRUE,TRUE
6,5,540,IG,NA,RBO,0.066,short,TRUE,FALSE
6,5,541,SR,SAS,RL,0.266,short,FALSE,TRUE
6,5,542,NS,NS,RB,NA,NA,TRUE,TRUE
6,5,543,NS,NS,RB,NA,NA,TRUE,TRUE
6,5,544,NS,NS,RB,NA,NA,TRUE,TRUE
6,5,545,SB,SSS,NR,0.366,intermediate,FALSE,TRUE
6,5,546,SB,SSS,NR,0.166,short,FALSE,TRUE
6,5,547,SR,SAS,RB,0.466,long,TRUE,FALSE
6,5,548,NS,NS,RB,NA,NA,TRUE,TRUE
6,5,549,SR,SAS,RLO,0.166,short,FALSE,FALSE
6,5,550,NS,NS,RB,NA,NA,TRUE,TRUE
6,5,551,SL,SAS,RR,0.066,short,FALSE,TRUE
6,5,552,NS,NS,RB,NA,NA,TRUE,TRUE
6,5,553,IG,NA,RB,0.066,short,TRUE,TRUE
6,5,554,NS,NS,RB,NA,NA,TRUE,TRUE
6,5,555,SR,SAS,RB,0.466,long,TRUE,FALSE
6,5,556,IG,NA,RB,0.266,short,TRUE,TRUE
6,5,557,NS,NS,RB,NA,NA,TRUE,TRUE
6,5,558,NS,NS,RB,NA,NA,TRUE,TRUE
6,5,559,SR,SAS,RB,0.366,intermediate,TRUE,FALSE
6,5,560,NS,NS,RB,NA,NA,TRUE,TRUE
6,5,561,SR,SAS,RL,0.166,short,FALSE,TRUE
6,5,562,NS,NS,RB,NA,NA,TRUE,TRUE
6,5,563,NS,NS,RB,NA,NA,TRUE,TRUE
6,5,564,NS,NS,RB,NA,NA,TRUE,TRUE
6,5,565,NS,NS,RB,NA,NA,TRUE,TRUE
6,5,566,NS,NS,RB,NA,NA,TRUE,TRUE
6,5,567,NS,NS,RB,NA,NA,TRUE,TRUE
6,5,568,NS,NS,RB,NA,NA,TRUE,TRUE
6,5,569,NS,NS,RB,NA,NA,TRUE,TRUE
6,5,570,NS,NS,RB,NA,NA,TRUE,TRUE
6,5,571,SB,SSS,NR,0.166,short,FALSE,TRUE
6,5,572,SB,SSS,RB,0.266,short,TRUE,FALSE
6,5,573,NS,NS,RB,NA,NA,TRUE,TRUE
6,5,574,NS,NS,RB,NA,NA,TRUE,TRUE
6,5,575,NS,NS,RB,NA,NA,TRUE,TRUE
6,5,576,IG,NA,RB,0.266,short,TRUE,TRUE
6,5,577,NS,NS,RB,NA,NA,TRUE,TRUE
6,5,578,IG,NA,RB,0.366,intermediate,TRUE,TRUE
6,5,579,NS,NS,RB,NA,NA,TRUE,TRUE
6,5,580,NS,NS,RB,NA,NA,TRUE,TRUE
6,5,581,SL,SAS,RR,0.266,short,FALSE,TRUE
6,5,582,NS,NS,RB,NA,NA,TRUE,TRUE
6,5,583,NS,NS,RB,NA,NA,TRUE,TRUE
6,5,584,NS,NS,RB,NA,NA,TRUE,TRUE
6,5,585,NS,NS,RB,NA,NA,TRUE,TRUE
6,5,586,NS,NS,RB,NA,NA,TRUE,TRUE
6,5,587,SR,SAS,RL,0.066,short,FALSE,TRUE
6,5,588,NS,NS,RB,NA,NA,TRUE,TRUE
6,5,589,NS,NS,RB,NA,NA,TRUE,TRUE
6,5,590,NS,NS,RB,NA,NA,TRUE,TRUE
6,5,591,SL,SAS,RR,0.266,short,FALSE,TRUE
6,5,592,NS,NS,RB,NA,NA,TRUE,TRUE
6,5,593,NS,NS,RB,NA,NA,TRUE,TRUE
6,5,594,SR,SAS,RB,0.466,long,TRUE,FALSE
6,5,595,NS,NS,RB,NA,NA,TRUE,TRUE
6,5,596,NS,NS,RB,NA,NA,TRUE,TRUE
6,5,597,SL,SAS,RR,0.066,short,FALSE,TRUE
6,5,598,SB,SSS,NR,0.066,short,FALSE,TRUE
6,5,599,NS,NS,RB,NA,NA,TRUE,TRUE
6,6,600,NS,NS,RB,NA,NA,TRUE,TRUE
6,6,601,SR,SAS,RR,0.166,short,FALSE,FALSE
6,6,602,NS,NS,RB,NA,NA,TRUE,TRUE
6,6,603,SR,SAS,RL,0.166,short,FALSE,TRUE
6,6,604,NS,NS,RB,NA,NA,TRUE,TRUE
6,6,605,SB,SSS,NR,0.066,short,FALSE,TRUE
6,6,606,NS,NS,RB,NA,NA,TRUE,TRUE
6,6,607,NS,NS,RB,NA,NA,TRUE,TRUE
6,6,608,SB,SSS,RB,0.266,short,TRUE,FALSE
6,6,609,SB,SSS,NR,0.066,short,FALSE,TRUE
6,6,610,IG,NA,RB,0.166,short,TRUE,TRUE
6,6,611,SL,SAS,RR,0.166,short,FALSE,TRUE
6,6,612,NS,NS,RB,NA,NA,TRUE,TRUE
6,6,613,IG,NA,RB,0.366,intermediate,TRUE,TRUE
6,6,614,NS,NS,RB,NA,NA,TRUE,TRUE
6,6,615,SB,SSS,RB,0.466,long,TRUE,FALSE
6,6,616,NS,NS,RB,NA,NA,TRUE,TRUE
6,6,617,NS,NS,RB,NA,NA,TRUE,TRUE
6,6,618,NS,NS,RB,NA,NA,TRUE,TRUE
6,6,619,SR,SAS,RL,0.166,short,FALSE,TRUE
6,6,620,IG,NA,RB,0.466,long,TRUE,TRUE
6,6,621,NS,NS,RB,NA,NA,TRUE,TRUE
6,6,622,NS,NS,RB,NA,NA,TRUE,TRUE
6,6,623,SB,SSS,NR,0.166,short,FALSE,TRUE
6,6,624,SB,SSS,NR,0.166,short,FALSE,TRUE
6,6,625,NS,NS,RB,NA,NA,TRUE,TRUE
6,6,626,NS,NS,RB,NA,NA,TRUE,TRUE
6,6,627,NS,NS,RB,NA,NA,TRUE,TRUE
6,6,628,IG,NA,RB,0.466,long,TRUE,TRUE
6,6,629,NS,NS,RB,NA,NA,TRUE,TRUE
6,6,630,SR,SAS,RL,0.066,short,FALSE,TRUE
6,6,631,IG,NA,RB,0.066,short,TRUE,TRUE
6,6,632,NS,NS,RB,NA,NA,TRUE,TRUE
6,6,633,NS,NS,RB,NA,NA,TRUE,TRUE
6,6,634,SB,SSS,NR,0.266,short,FALSE,TRUE
6,6,635,IG,NA,RB,0.266,short,TRUE,TRUE
6,6,636,NS,NS,RB,NA,NA,TRUE,TRUE
6,6,637,NS,NS,RB,NA,NA,TRUE,TRUE
6,6,638,SR,SAS,RR,0.266,short,FALSE,FALSE
6,6,639,NS,NS,RB,NA,NA,TRUE,TRUE
6,6,640,NS,NS,RB,NA,NA,TRUE,TRUE
6,6,641,IG,NA,RB,0.266,short,TRUE,TRUE
6,6,642,IG,NA,RB,0.266,short,TRUE,TRUE
6,6,643,NS,NS,RB,NA,NA,TRUE,TRUE
6,6,644,SB,SSS,NR,0.066,short,FALSE,TRUE
6,6,645,SR,SAS,RB,0.366,intermediate,TRUE,FALSE
6,6,646,SB,SSS,NR,0.166,short,FALSE,TRUE
6,6,647,NS,NS,RB,NA,NA,TRUE,TRUE
6,6,648,NS,NS,RB,NA,NA,TRUE,TRUE
6,6,649,SL,SAS,RB,0.266,short,TRUE,FALSE
6,6,650,IG,NA,RB,0.266,short,TRUE,TRUE
6,6,651,NS,NS,RB,NA,NA,TRUE,TRUE
6,6,652,SB,SSS,NR,0.066,short,FALSE,TRUE
6,6,653,NS,NS,RB,NA,NA,TRUE,TRUE
6,6,654,NS,NS,RB,NA,NA,TRUE,TRUE
6,6,655,NS,NS,RB,NA,NA,TRUE,TRUE
6,6,656,IG,NA,RB,0.466,long,TRUE,TRUE
6,6,657,SB,SSS,NR,0.166,short,FALSE,TRUE
6,6,658,NS,NS,RB,NA,NA,TRUE,TRUE
6,6,659,NS,NS,RB,NA,NA,TRUE,TRUE
6,6,660,SL,SAS,RB,0.466,long,TRUE,FALSE
6,6,661,SL,SAS,RL,0.166,short,FALSE,FALSE
6,6,662,NS,NS,RB,NA,NA,TRUE,TRUE
6,6,663,NS,NS,RB,NA,NA,TRUE,TRUE
6,6,664,NS,NS,RB,NA,NA,TRUE,TRUE
6,6,665,SL,SAS,RR,0.066,short,FALSE,TRUE
6,6,666,NS,NS,RB,NA,NA,TRUE,TRUE
6,6,667,NS,NS,RB,NA,NA,TRUE,TRUE
6,6,668,SR,SAS,RB,0.366,intermediate,TRUE,FALSE
6,6,669,NS,NS,RB,NA,NA,TRUE,TRUE
6,6,670,NS,NS,RB,NA,NA,TRUE,TRUE
6,6,671,SB,SSS,NR,0.266,short,FALSE,TRUE
6,6,672,NS,NS,RB,NA,NA,TRUE,TRUE
6,6,673,NS,NS,RB,NA,NA,TRUE,TRUE
6,6,674,NS,NS,RB,NA,NA,TRUE,TRUE
6,6,675,NS,NS,RB,NA,NA,TRUE,TRUE
6,6,676,NS,NS,RB,NA,NA,TRUE,TRUE
6,6,677,SL,SAS,RB,0.366,intermediate,TRUE,FALSE
6,6,678,SL,SAS,RR,0.166,short,FALSE,TRUE
6,6,679,NS,NS,RB,NA,NA,TRUE,TRUE
6,6,680,NS,NS,RB,NA,NA,TRUE,TRUE
6,6,681,NS,NS,RB,NA,NA,TRUE,TRUE
6,6,682,NS,NS,RB,NA,NA,TRUE,TRUE
6,6,683,SB,SSS,RB,0.366,intermediate,TRUE,FALSE
6,6,684,NS,NS,RB,NA,NA,TRUE,TRUE
6,6,685,NS,NS,RB,NA,NA,TRUE,TRUE
6,6,686,SL,SAS,RB,0.466,long,TRUE,FALSE
6,6,687,NS,NS,RB,NA,NA,TRUE,TRUE
6,6,688,SB,SSS,RB,0.466,long,TRUE,FALSE
6,6,689,NS,NS,RB,NA,NA,TRUE,TRUE
6,6,690,NS,NS,RB,NA,NA,TRUE,TRUE
6,6,691,NS,NS,RB,NA,NA,TRUE,TRUE
6,6,692,NS,NS,RB,NA,NA,TRUE,TRUE
6,6,693,SR,SAS,RB,0.366,intermediate,TRUE,FALSE
6,6,694,NS,NS,RB,NA,NA,TRUE,TRUE
6,6,695,IG,NA,RBO,0.066,short,TRUE,FALSE
6,6,696,NS,NS,RB,NA,NA,TRUE,TRUE
6,6,697,NS,NS,RB,NA,NA,TRUE,TRUE
6,6,698,NS,NS,RB,NA,NA,TRUE,TRUE
6,6,699,SB,SSS,NR,0.166,short,FALSE,TRUE
6,7,700,NS,NS,RB,NA,NA,TRUE,TRUE
6,7,701,IG,NA,RB,0.066,short,TRUE,TRUE
6,7,702,SB,SSS,RB,0.466,long,TRUE,FALSE
6,7,703,NS,NS,RB,NA,NA,TRUE,TRUE
6,7,704,NS,NS,RB,NA,NA,TRUE,TRUE
6,7,705,NS,NS,RB,NA,NA,TRUE,TRUE
6,7,706,SR,SAS,RB,0.466,long,TRUE,FALSE
6,7,707,SB,SSS,RB,0.366,intermediate,TRUE,FALSE
6,7,708,NS,NS,RB,NA,NA,TRUE,TRUE
6,7,709,NS,NS,RB,NA,NA,TRUE,TRUE
6,7,710,SL,SAS,RR,0.266,short,FALSE,TRUE
6,7,711,NS,NS,RB,NA,NA,TRUE,TRUE
6,7,712,NS,NS,RB,NA,NA,TRUE,TRUE
6,7,713,SL,SAS,RL,0.266,short,FALSE,FALSE
6,7,714,NS,NS,RB,NA,NA,TRUE,TRUE
6,7,715,IG,NA,RB,0.466,long,TRUE,TRUE
6,7,716,NS,NS,RB,NA,NA,TRUE,TRUE
6,7,717,NS,NS,RB,NA,NA,TRUE,TRUE
6,7,718,SR,SAS,RB,0.366,intermediate,TRUE,FALSE
6,7,719,SR,SAS,RL,0.366,intermediate,FALSE,TRUE
6,7,720,NS,NS,RB,NA,NA,TRUE,TRUE
6,7,721,NS,NS,RB,NA,NA,TRUE,TRUE
6,7,722,NS,NS,RB,NA,NA,TRUE,TRUE
6,7,723,NS,NS,RB,NA,NA,TRUE,TRUE
6,7,724,NS,NS,RB,NA,NA,TRUE,TRUE
6,7,725,NS,NS,RB,NA,NA,TRUE,TRUE
6,7,726,NS,NS,RB,NA,NA,TRUE,TRUE
6,7,727,SB,SSS,NR,0.266,short,FALSE,TRUE
6,7,728,IG,NA,RB,0.166,short,TRUE,TRUE
6,7,729,SR,SAS,RB,0.366,intermediate,TRUE,FALSE
6,7,730,NS,NS,RB,NA,NA,TRUE,TRUE
6,7,731,SL,SAS,RR,0.166,short,FALSE,TRUE
6,7,732,NS,NS,RB,NA,NA,TRUE,TRUE
6,7,733,NS,NS,RB,NA,NA,TRUE,TRUE
6,7,734,NS,NS,RB,NA,NA,TRUE,TRUE
6,7,735,SB,SSS,NR,0.366,intermediate,FALSE,TRUE
6,7,736,NS,NS,RB,NA,NA,TRUE,TRUE
6,7,737,NS,NS,RB,NA,NA,TRUE,TRUE
6,7,738,SB,SSS,NR,0.166,short,FALSE,TRUE
6,7,739,SB,SSS,NR,0.166,short,FALSE,TRUE
6,7,740,NS,NS,RB,NA,NA,TRUE,TRUE
6,7,741,SB,SSS,RB,0.366,intermediate,TRUE,FALSE
6,7,742,SR,SAS,RL,0.266,short,FALSE,TRUE
6,7,743,NS,NS,RB,NA,NA,TRUE,TRUE
6,7,744,NS,NS,RB,NA,NA,TRUE,TRUE
6,7,745,NS,NS,RB,NA,NA,TRUE,TRUE
6,7,746,NS,NS,RB,NA,NA,TRUE,TRUE
6,7,747,NS,NS,RB,NA,NA,TRUE,TRUE
6,7,748,IG,NA,RB,0.366,intermediate,TRUE,TRUE
6,7,749,NS,NS,RB,NA,NA,TRUE,TRUE
6,7,750,NS,NS,RB,NA,NA,TRUE,TRUE
6,7,751,IG,NA,RB,0.066,short,TRUE,TRUE
6,7,752,SL,SAS,RB,0.366,intermediate,TRUE,FALSE
6,7,753,NS,NS,RB,NA,NA,TRUE,TRUE
6,7,754,NS,NS,RB,NA,NA,TRUE,TRUE
6,7,755,SL,SAS,RR,0.166,short,FALSE,TRUE
6,7,756,IG,NA,RB,0.166,short,TRUE,TRUE
6,7,757,NS,NS,RB,NA,NA,TRUE,TRUE
6,7,758,SL,SAS,RB,0.366,intermediate,TRUE,FALSE
6,7,759,NS,NS,RB,NA,NA,TRUE,TRUE
6,7,760,SR,SAS,RB,0.366,intermediate,TRUE,FALSE
6,7,761,NS,NS,RB,NA,NA,TRUE,TRUE
6,7,762,IG,NA,RB,0.166,short,TRUE,TRUE
6,7,763,IG,NA,RB,0.266,short,TRUE,TRUE
6,7,764,NS,NS,RB,NA,NA,TRUE,TRUE
6,7,765,NS,NS,RB,NA,NA,TRUE,TRUE
6,7,766,NS,NS,RB,NA,NA,TRUE,TRUE
6,7,767,NS,NS,RB,NA,NA,TRUE,TRUE
6,7,768,IG,NA,RB,0.466,long,TRUE,TRUE
6,7,769,SR,SAS,RL,0.166,short,FALSE,TRUE
6,7,770,NS,NS,RB,NA,NA,TRUE,TRUE
6,7,771,NS,NS,RB,NA,NA,TRUE,TRUE
6,7,772,SR,SAS,RB,0.366,intermediate,TRUE,FALSE
6,7,773,NS,NS,RB,NA,NA,TRUE,TRUE
6,7,774,NS,NS,RB,NA,NA,TRUE,TRUE
6,7,775,NS,NS,RB,NA,NA,TRUE,TRUE
6,7,776,NS,NS,RB,NA,NA,TRUE,TRUE
6,7,777,NS,NS,RB,NA,NA,TRUE,TRUE
6,7,778,NS,NS,RB,NA,NA,TRUE,TRUE
6,7,779,SL,SAS,RB,0.466,long,TRUE,FALSE
6,7,780,NS,NS,RB,NA,NA,TRUE,TRUE
6,7,781,NS,NS,RB,NA,NA,TRUE,TRUE
6,7,782,NS,NS,RB,NA,NA,TRUE,TRUE
6,7,783,NS,NS,RB,NA,NA,TRUE,TRUE
6,7,784,SR,SAS,RL,0.166,short,FALSE,TRUE
6,7,785,SR,SAS,RL,0.066,short,FALSE,TRUE
6,7,786,NS,NS,RB,NA,NA,TRUE,TRUE
6,7,787,SR,SAS,RL,0.066,short,FALSE,TRUE
6,7,788,NS,NS,RB,NA,NA,TRUE,TRUE
6,7,789,NS,NS,RB,NA,NA,TRUE,TRUE
6,7,790,NS,NS,RB,NA,NA,TRUE,TRUE
6,7,791,SB,SSS,RB,0.266,short,TRUE,FALSE
6,7,792,NS,NS,RB,NA,NA,TRUE,TRUE
6,7,793,IG,NA,RB,0.366,intermediate,TRUE,TRUE
6,7,794,NS,NS,RB,NA,NA,TRUE,TRUE
6,7,795,SL,SAS,RB,0.366,intermediate,TRUE,FALSE
6,7,796,SL,SAS,RR,0.266,short,FALSE,TRUE
6,7,797,IG,NA,RB,0.466,long,TRUE,TRUE
6,7,798,NS,NS,RB,NA,NA,TRUE,TRUE
6,7,799,NS,NS,RB,NA,NA,TRUE,TRUE
6,8,800,NS,NS,RB,NA,NA,TRUE,TRUE
6,8,801,SL,SAS,RB,0.166,short,TRUE,FALSE
