subjectIx,blockIx,trialIx,trial,trial_alt,r,t_d,t_d_alt,r_bi,trialCorrect
23,5,596,NS,NS,RB,NA,NA,TRUE,TRUE
23,5,597,SL,SAS,RR,0.066,short,FALSE,TRUE
23,5,598,SB,SSS,NR,0.066,short,FALSE,TRUE
23,5,599,NS,NS,RB,NA,NA,TRUE,TRUE
23,6,600,NS,NS,RB,NA,NA,TRUE,TRUE
23,6,601,SR,SAS,RR,0.166,short,FALSE,FALSE
23,6,602,NS,NS,RB,NA,NA,TRUE,TRUE
23,6,603,SR,SAS,RL,0.166,short,FALSE,TRUE
23,6,604,NS,NS,RB,NA,NA,TRUE,TRUE
23,6,605,SB,SSS,NR,0.066,short,FALSE,TRUE
23,6,606,NS,NS,RB,NA,NA,TRUE,TRUE
23,6,607,NS,NS,RB,NA,NA,TRUE,TRUE
23,6,608,SB,SSS,NR,0.266,short,FALSE,TRUE
23,6,609,SB,SSS,NR,0.066,short,FALSE,TRUE
23,6,610,IG,NA,RB,0.166,short,TRUE,TRUE
23,6,611,SL,SAS,RL,0.166,short,FALSE,FALSE
23,6,612,NS,NS,RB,NA,NA,TRUE,TRUE
23,6,613,IG,NA,RB,0.366,intermediate,TRUE,TRUE
23,6,614,NS,NS,RB,NA,NA,TRUE,TRUE
23,6,615,SB,SSS,NR,0.466,long,FALSE,TRUE
23,6,616,NS,NS,RB,NA,NA,TRUE,TRUE
23,6,617,NS,NS,RB,NA,NA,TRUE,TRUE
23,6,618,NS,NS,RB,NA,NA,TRUE,TRUE
23,6,619,SR,SAS,RL,0.166,short,FALSE,TRUE
23,6,620,IG,NA,RB,0.466,long,TRUE,TRUE
23,6,621,NS,NS,RB,NA,NA,TRUE,TRUE
23,6,622,NS,NS,RB,NA,NA,TRUE,TRUE
23,6,623,SB,SSS,NR,0.166,short,FALSE,TRUE
23,6,624,SB,SSS,NR,0.166,short,FALSE,TRUE
23,6,625,NS,NS,RB,NA,NA,TRUE,TRUE
23,6,626,NS,NS,RB,NA,NA,TRUE,TRUE
23,6,627,NS,NS,NR,NA,NA,FALSE,FALSE
23,6,628,IG,NA,RB,0.466,long,TRUE,TRUE
23,6,629,NS,NS,RB,NA,NA,TRUE,TRUE
23,6,630,SR,SAS,RL,0.066,short,FALSE,TRUE
23,6,631,IG,NA,RB,0.066,short,TRUE,TRUE
23,6,632,NS,NS,RB,NA,NA,TRUE,TRUE
23,6,633,NS,NS,RB,NA,NA,TRUE,TRUE
23,6,634,SB,SSS,RBO,0.266,short,TRUE,FALSE
23,6,635,IG,NA,RB,0.266,short,TRUE,TRUE
23,6,636,NS,NS,RB,NA,NA,TRUE,TRUE
23,6,637,NS,NS,RB,NA,NA,TRUE,TRUE
23,6,638,SR,SAS,RB,0.266,short,TRUE,FALSE
23,6,639,NS,NS,RB,NA,NA,TRUE,TRUE
23,6,640,NS,NS,RB,NA,NA,TRUE,TRUE
23,6,641,IG,NA,RB,0.266,short,TRUE,TRUE
23,6,642,IG,NA,RB,0.266,short,TRUE,TRUE
23,6,643,NS,NS,RB,NA,NA,TRUE,TRUE
23,6,644,SB,SSS,NR,0.066,short,FALSE,TRUE
23,6,645,SR,SAS,RB,0.366,intermediate,TRUE,FALSE
23,6,646,SB,SSS,NR,0.166,short,FALSE,TRUE
23,6,647,NS,NS,RB,NA,NA,TRUE,TRUE
23,6,648,NS,NS,RB,NA,NA,TRUE,TRUE
23,6,649,SL,SAS,RB,0.266,short,TRUE,FALSE
23,6,650,IG,NA,RLO,0.266,short,FALSE,FALSE
23,6,651,NS,NS,RB,NA,NA,TRUE,TRUE
23,6,652,SB,SSS,NR,0.066,short,FALSE,TRUE
23,6,653,NS,NS,RBO,NA,NA,TRUE,FALSE
23,6,654,NS,NS,RB,NA,NA,TRUE,TRUE
23,6,655,NS,NS,RB,NA,NA,TRUE,TRUE
23,6,656,IG,NA,RB,0.466,long,TRUE,TRUE
23,6,657,SB,SSS,NR,0.166,short,FALSE,TRUE
23,6,658,NS,NS,RB,NA,NA,TRUE,TRUE
23,6,659,NS,NS,RB,NA,NA,TRUE,TRUE
23,6,660,SL,SAS,RB,0.466,long,TRUE,FALSE
23,6,661,SL,SAS,RR,0.166,short,FALSE,TRUE
23,6,662,NS,NS,RLO,NA,NA,FALSE,FALSE
23,6,663,NS,NS,RB,NA,NA,TRUE,TRUE
23,6,664,NS,NS,RB,NA,NA,TRUE,TRUE
23,6,665,SL,SAS,RR,0.066,short,FALSE,TRUE
23,6,666,NS,NS,RB,NA,NA,TRUE,TRUE
23,6,667,NS,NS,RB,NA,NA,TRUE,TRUE
23,6,668,SR,SAS,RB,0.366,intermediate,TRUE,FALSE
23,6,669,NS,NS,RB,NA,NA,TRUE,TRUE
23,6,670,NS,NS,RB,NA,NA,TRUE,TRUE
23,6,671,SB,SSS,NR,0.266,short,FALSE,TRUE
23,6,672,NS,NS,RB,NA,NA,TRUE,TRUE
23,6,673,NS,NS,RB,NA,NA,TRUE,TRUE
23,6,674,NS,NS,RB,NA,NA,TRUE,TRUE
23,6,675,NS,NS,RB,NA,NA,TRUE,TRUE
23,6,676,NS,NS,RB,NA,NA,TRUE,TRUE
23,6,677,SL,SAS,RB,0.366,intermediate,TRUE,FALSE
23,6,678,SL,SAS,RR,0.166,short,FALSE,TRUE
23,6,679,NS,NS,RB,NA,NA,TRUE,TRUE
23,6,680,NS,NS,RB,NA,NA,TRUE,TRUE
23,6,681,NS,NS,RB,NA,NA,TRUE,TRUE
23,6,682,NS,NS,RB,NA,NA,TRUE,TRUE
23,6,683,SB,SSS,RB,0.366,intermediate,TRUE,FALSE
23,6,684,NS,NS,RB,NA,NA,TRUE,TRUE
23,6,685,NS,NS,RBO,NA,NA,TRUE,FALSE
23,6,686,SL,SAS,RB,0.466,long,TRUE,FALSE
23,6,687,NS,NS,RB,NA,NA,TRUE,TRUE
23,6,688,SB,SSS,RB,0.466,long,TRUE,FALSE
23,6,689,NS,NS,RB,NA,NA,TRUE,TRUE
23,6,690,NS,NS,RB,NA,NA,TRUE,TRUE
23,6,691,NS,NS,RB,NA,NA,TRUE,TRUE
23,6,692,NS,NS,RB,NA,NA,TRUE,TRUE
23,6,693,SR,SAS,RB,0.366,intermediate,TRUE,FALSE
23,6,694,NS,NS,RB,NA,NA,TRUE,TRUE
23,6,695,IG,NA,RB,0.066,short,TRUE,TRUE
23,6,696,NS,NS,RB,NA,NA,TRUE,TRUE
23,6,697,NS,NS,RB,NA,NA,TRUE,TRUE
23,6,698,NS,NS,RB,NA,NA,TRUE,TRUE
23,6,699,SB,SSS,NR,0.166,short,FALSE,TRUE
23,7,700,NS,NS,RB,NA,NA,TRUE,TRUE
23,7,701,IG,NA,RB,0.066,short,TRUE,TRUE
23,7,702,SB,SSS,RB,0.466,long,TRUE,FALSE
23,7,703,NS,NS,RB,NA,NA,TRUE,TRUE
23,7,704,NS,NS,RB,NA,NA,TRUE,TRUE
23,7,705,NS,NS,RB,NA,NA,TRUE,TRUE
23,7,706,SR,SAS,RB,0.466,long,TRUE,FALSE
23,7,707,SB,SSS,RB,0.366,intermediate,TRUE,FALSE
23,7,708,NS,NS,RB,NA,NA,TRUE,TRUE
23,7,709,NS,NS,RB,NA,NA,TRUE,TRUE
23,7,710,SL,SAS,RB,0.266,short,TRUE,FALSE
23,7,711,NS,NS,RB,NA,NA,TRUE,TRUE
23,7,712,NS,NS,RB,NA,NA,TRUE,TRUE
23,7,713,SL,SAS,RB,0.266,short,TRUE,FALSE
23,7,714,NS,NS,RB,NA,NA,TRUE,TRUE
23,7,715,IG,NA,RB,0.466,long,TRUE,TRUE
23,7,716,NS,NS,RB,NA,NA,TRUE,TRUE
23,7,717,NS,NS,RB,NA,NA,TRUE,TRUE
23,7,718,SR,SAS,RB,0.366,intermediate,TRUE,FALSE
23,7,719,SR,SAS,RB,0.366,intermediate,TRUE,FALSE
23,7,720,NS,NS,RB,NA,NA,TRUE,TRUE
23,7,721,NS,NS,RB,NA,NA,TRUE,TRUE
23,7,722,NS,NS,RB,NA,NA,TRUE,TRUE
23,7,723,NS,NS,RB,NA,NA,TRUE,TRUE
23,7,724,NS,NS,RB,NA,NA,TRUE,TRUE
23,7,725,NS,NS,RB,NA,NA,TRUE,TRUE
23,7,726,NS,NS,RB,NA,NA,TRUE,TRUE
23,7,727,SB,SSS,RB,0.266,short,TRUE,FALSE
23,7,728,IG,NA,RB,0.166,short,TRUE,TRUE
23,7,729,SR,SAS,RBO,0.366,intermediate,TRUE,FALSE
23,7,730,NS,NS,RB,NA,NA,TRUE,TRUE
23,7,731,SL,SAS,RR,0.166,short,FALSE,TRUE
23,7,732,NS,NS,RB,NA,NA,TRUE,TRUE
23,7,733,NS,NS,RB,NA,NA,TRUE,TRUE
23,7,734,NS,NS,RB,NA,NA,TRUE,TRUE
23,7,735,SB,SSS,RB,0.366,intermediate,TRUE,FALSE
23,7,736,NS,NS,RB,NA,NA,TRUE,TRUE
23,7,737,NS,NS,RB,NA,NA,TRUE,TRUE
23,7,738,SB,SSS,RB,0.166,short,TRUE,FALSE
23,7,739,SB,SSS,NR,0.166,short,FALSE,TRUE
23,7,740,NS,NS,RB,NA,NA,TRUE,TRUE
23,7,741,SB,SSS,RB,0.366,intermediate,TRUE,FALSE
23,7,742,SR,SAS,RR,0.266,short,FALSE,FALSE
23,7,743,NS,NS,RB,NA,NA,TRUE,TRUE
23,7,744,NS,NS,RB,NA,NA,TRUE,TRUE
23,7,745,NS,NS,RRO,NA,NA,FALSE,FALSE
23,7,746,NS,NS,RB,NA,NA,TRUE,TRUE
23,7,747,NS,NS,RB,NA,NA,TRUE,TRUE
23,7,748,IG,NA,RB,0.366,intermediate,TRUE,TRUE
23,7,749,NS,NS,RB,NA,NA,TRUE,TRUE
23,7,750,NS,NS,RB,NA,NA,TRUE,TRUE
23,7,751,IG,NA,RBO,0.066,short,TRUE,FALSE
23,7,752,SL,SAS,RB,0.366,intermediate,TRUE,FALSE
23,7,753,NS,NS,RB,NA,NA,TRUE,TRUE
23,7,754,NS,NS,RB,NA,NA,TRUE,TRUE
23,7,755,SL,SAS,RL,0.166,short,FALSE,FALSE
23,7,756,IG,NA,RB,0.166,short,TRUE,TRUE
23,7,757,NS,NS,RB,NA,NA,TRUE,TRUE
23,7,758,SL,SAS,RB,0.366,intermediate,TRUE,FALSE
23,7,759,NS,NS,RB,NA,NA,TRUE,TRUE
23,7,760,SR,SAS,RB,0.366,intermediate,TRUE,FALSE
23,7,761,NS,NS,RB,NA,NA,TRUE,TRUE
23,7,762,IG,NA,RB,0.166,short,TRUE,TRUE
23,7,763,IG,NA,RB,0.266,short,TRUE,TRUE
23,7,764,NS,NS,RB,NA,NA,TRUE,TRUE
23,7,765,NS,NS,RB,NA,NA,TRUE,TRUE
23,7,766,NS,NS,RB,NA,NA,TRUE,TRUE
23,7,767,NS,NS,RB,NA,NA,TRUE,TRUE
23,7,768,IG,NA,RB,0.466,long,TRUE,TRUE
23,7,769,SR,SAS,RR,0.166,short,FALSE,FALSE
23,7,770,NS,NS,RB,NA,NA,TRUE,TRUE
23,7,771,NS,NS,RB,NA,NA,TRUE,TRUE
23,7,772,SR,SAS,RB,0.366,intermediate,TRUE,FALSE
23,7,773,NS,NS,RB,NA,NA,TRUE,TRUE
23,7,774,NS,NS,RB,NA,NA,TRUE,TRUE
23,7,775,NS,NS,RB,NA,NA,TRUE,TRUE
23,7,776,NS,NS,RB,NA,NA,TRUE,TRUE
23,7,777,NS,NS,RB,NA,NA,TRUE,TRUE
23,7,778,NS,NS,RB,NA,NA,TRUE,TRUE
23,7,779,SL,SAS,RB,0.466,long,TRUE,FALSE
23,7,780,NS,NS,RB,NA,NA,TRUE,TRUE
23,7,781,NS,NS,RB,NA,NA,TRUE,TRUE
23,7,782,NS,NS,RB,NA,NA,TRUE,TRUE
23,7,783,NS,NS,RB,NA,NA,TRUE,TRUE
23,7,784,SR,SAS,RL,0.166,short,FALSE,TRUE
23,7,785,SR,SAS,RL,0.066,short,FALSE,TRUE
23,7,786,NS,NS,RB,NA,NA,TRUE,TRUE
23,7,787,SR,SAS,RL,0.066,short,FALSE,TRUE
23,7,788,NS,NS,RL,NA,NA,FALSE,FALSE
23,7,789,NS,NS,RB,NA,NA,TRUE,TRUE
23,7,790,NS,NS,RB,NA,NA,TRUE,TRUE
23,7,791,SB,SSS,RB,0.266,short,TRUE,FALSE
23,7,792,NS,NS,RB,NA,NA,TRUE,TRUE
23,7,793,IG,NA,RB,0.366,intermediate,TRUE,TRUE
23,7,794,NS,NS,RB,NA,NA,TRUE,TRUE
23,7,795,SL,SAS,RB,0.366,intermediate,TRUE,FALSE
23,7,796,SL,SAS,RR,0.266,short,FALSE,TRUE
23,7,797,IG,NA,RB,0.466,long,TRUE,TRUE
23,7,798,NS,NS,RB,NA,NA,TRUE,TRUE
23,7,799,NS,NS,RB,NA,NA,TRUE,TRUE
23,8,800,NS,NS,RB,NA,NA,TRUE,TRUE
23,8,801,SL,SAS,RR,0.166,short,FALSE,TRUE
23,8,802,SL,SAS,RB,0.466,long,TRUE,FALSE
23,8,803,IG,NA,RB,0.366,intermediate,TRUE,TRUE
23,8,804,NS,NS,RB,NA,NA,TRUE,TRUE
23,8,805,SL,SAS,RB,0.266,short,TRUE,FALSE
23,8,806,NS,NS,RB,NA,NA,TRUE,TRUE
23,8,807,IG,NA,RB,0.066,short,TRUE,TRUE
23,8,808,NS,NS,RB,NA,NA,TRUE,TRUE
23,8,809,NS,NS,RB,NA,NA,TRUE,TRUE
23,8,810,NS,NS,RB,NA,NA,TRUE,TRUE
23,8,811,NS,NS,RB,NA,NA,TRUE,TRUE
23,8,812,NS,NS,RB,NA,NA,TRUE,TRUE
23,8,813,NS,NS,RB,NA,NA,TRUE,TRUE
23,8,814,NS,NS,RB,NA,NA,TRUE,TRUE
23,8,815,NS,NS,RB,NA,NA,TRUE,TRUE
23,8,816,NS,NS,RBO,NA,NA,TRUE,FALSE
23,8,817,SB,SSS,RB,0.466,long,TRUE,FALSE
23,8,818,SR,SAS,RB,0.266,short,TRUE,FALSE
23,8,819,NS,NS,RB,NA,NA,TRUE,TRUE
23,8,820,NS,NS,RB,NA,NA,TRUE,TRUE
23,8,821,SR,SAS,RR,0.066,short,FALSE,FALSE
23,8,822,SR,SAS,RL,0.066,short,FALSE,TRUE
23,8,823,SL,SAS,RB,0.366,intermediate,TRUE,FALSE
23,8,824,NS,NS,RB,NA,NA,TRUE,TRUE
23,8,825,IG,NA,RB,0.166,short,TRUE,TRUE
23,8,826,NS,NS,RB,NA,NA,TRUE,TRUE
23,8,827,NS,NS,RB,NA,NA,TRUE,TRUE
23,8,828,NS,NS,RB,NA,NA,TRUE,TRUE
23,8,829,IG,NA,RB,0.366,intermediate,TRUE,TRUE
23,8,830,SR,SAS,RB,0.466,long,TRUE,FALSE
23,8,831,SB,SSS,NR,0.066,short,FALSE,TRUE
23,8,832,SB,SSS,RB,0.166,short,TRUE,FALSE
23,8,833,NS,NS,RB,NA,NA,TRUE,TRUE
23,8,834,SL,SAS,RB,0.466,long,TRUE,FALSE
23,8,835,IG,NA,RB,0.066,short,TRUE,TRUE
23,8,836,IG,NA,RB,0.366,intermediate,TRUE,TRUE
23,8,837,NS,NS,RB,NA,NA,TRUE,TRUE
23,8,838,NS,NS,RB,NA,NA,TRUE,TRUE
23,8,839,NS,NS,RB,NA,NA,TRUE,TRUE
23,8,840,SL,SAS,RB,0.466,long,TRUE,FALSE
23,8,841,SB,SSS,RB,0.466,long,TRUE,FALSE
23,8,842,NS,NS,RB,NA,NA,TRUE,TRUE
23,8,843,IG,NA,RB,0.366,intermediate,TRUE,TRUE
23,8,844,NS,NS,RB,NA,NA,TRUE,TRUE
23,8,845,NS,NS,RB,NA,NA,TRUE,TRUE
23,8,846,NS,NS,RB,NA,NA,TRUE,TRUE
23,8,847,IG,NA,RB,0.266,short,TRUE,TRUE
23,8,848,SL,SAS,RR,0.166,short,FALSE,TRUE
23,8,849,NS,NS,RB,NA,NA,TRUE,TRUE
23,8,850,NS,NS,RBO,NA,NA,TRUE,FALSE
23,8,851,NS,NS,RB,NA,NA,TRUE,TRUE
23,8,852,IG,NA,RB,0.466,long,TRUE,TRUE
23,8,853,NS,NS,RB,NA,NA,TRUE,TRUE
23,8,854,SB,SSS,RB,0.266,short,TRUE,FALSE
23,8,855,SL,SAS,RR,0.166,short,FALSE,TRUE
23,8,856,NS,NS,RB,NA,NA,TRUE,TRUE
23,8,857,NS,NS,RB,NA,NA,TRUE,TRUE
23,8,858,NS,NS,RB,NA,NA,TRUE,TRUE
23,8,859,SL,SAS,RB,0.066,short,TRUE,FALSE
23,8,860,NS,NS,RB,NA,NA,TRUE,TRUE
23,8,861,IG,NA,RB,0.066,short,TRUE,TRUE
23,8,862,NS,NS,RB,NA,NA,TRUE,TRUE
23,8,863,NS,NS,RB,NA,NA,TRUE,TRUE
23,8,864,NS,NS,RB,NA,NA,TRUE,TRUE
23,8,865,NS,NS,RB,NA,NA,TRUE,TRUE
23,8,866,NS,NS,RB,NA,NA,TRUE,TRUE
23,8,867,SR,SAS,RB,0.266,short,TRUE,FALSE
23,8,868,SL,SAS,RB,0.166,short,TRUE,FALSE
23,8,869,IG,NA,RB,0.366,intermediate,TRUE,TRUE
23,8,870,NS,NS,RB,NA,NA,TRUE,TRUE
23,8,871,SR,SAS,RB,0.466,long,TRUE,FALSE
23,8,872,SR,SAS,RL,0.366,intermediate,FALSE,TRUE
23,8,873,IG,NA,RB,0.466,long,TRUE,TRUE
23,8,874,NS,NS,RB,NA,NA,TRUE,TRUE
23,8,875,SB,SSS,RB,0.466,long,TRUE,FALSE
23,8,876,SB,SSS,NR,0.166,short,FALSE,TRUE
23,8,877,SB,SSS,NR,0.066,short,FALSE,TRUE
23,8,878,SR,SAS,RB,0.266,short,TRUE,FALSE
23,8,879,NS,NS,RB,NA,NA,TRUE,TRUE
23,8,880,NS,NS,RB,NA,NA,TRUE,TRUE
23,8,881,IG,NA,RB,0.166,short,TRUE,TRUE
23,8,882,SR,SAS,RB,0.266,short,TRUE,FALSE
23,8,883,SR,SAS,RB,0.266,short,TRUE,FALSE
23,8,884,NS,NS,RB,NA,NA,TRUE,TRUE
23,8,885,NS,NS,RB,NA,NA,TRUE,TRUE
23,8,886,NS,NS,RB,NA,NA,TRUE,TRUE
23,8,887,NS,NS,RB,NA,NA,TRUE,TRUE
23,8,888,NS,NS,RB,NA,NA,TRUE,TRUE
23,8,889,NS,NS,RB,NA,NA,TRUE,TRUE
23,8,890,NS,NS,RB,NA,NA,TRUE,TRUE
23,8,891,SL,SAS,RR,0.066,short,FALSE,TRUE
23,8,892,NS,NS,RB,NA,NA,TRUE,TRUE
23,8,893,NS,NS,RB,NA,NA,TRUE,TRUE
23,8,894,SL,SAS,RB,0.266,short,TRUE,FALSE
23,8,895,NS,NS,RB,NA,NA,TRUE,TRUE
23,8,896,NS,NS,RB,NA,NA,TRUE,TRUE
23,8,897,NS,NS,RB,NA,NA,TRUE,TRUE
23,8,898,NS,NS,RB,NA,NA,TRUE,TRUE
23,8,899,NS,NS,RB,NA,NA,TRUE,TRUE
23,9,900,NS,NS,RB,NA,NA,TRUE,TRUE
23,9,901,NS,NS,RB,NA,NA,TRUE,TRUE
23,9,902,NS,NS,RB,NA,NA,TRUE,TRUE
23,9,903,SB,SSS,RLO,0.466,long,FALSE,FALSE
23,9,904,SR,SAS,NR,0.066,short,FALSE,FALSE
23,9,905,SL,SAS,RB,0.466,long,TRUE,FALSE
23,9,906,NS,NS,RB,NA,NA,TRUE,TRUE
23,9,907,SL,SAS,RR,0.066,short,FALSE,TRUE
23,9,908,NS,NS,RB,NA,NA,TRUE,TRUE
23,9,909,SL,SAS,RB,0.266,short,TRUE,FALSE
23,9,910,NS,NS,RB,NA,NA,TRUE,TRUE
23,9,911,NS,NS,RB,NA,NA,TRUE,TRUE
23,9,912,NS,NS,RR,NA,NA,FALSE,FALSE
23,9,913,NS,NS,RB,NA,NA,TRUE,TRUE
23,9,914,SB,SSS,NR,0.266,short,FALSE,TRUE
23,9,915,SB,SSS,RBO,0.466,long,TRUE,FALSE
23,9,916,NS,NS,RB,NA,NA,TRUE,TRUE
23,9,917,NS,NS,RB,NA,NA,TRUE,TRUE
23,9,918,NS,NS,RB,NA,NA,TRUE,TRUE
23,9,919,NS,NS,RB,NA,NA,TRUE,TRUE
23,9,920,NS,NS,RB,NA,NA,TRUE,TRUE
23,9,921,NS,NS,RB,NA,NA,TRUE,TRUE
23,9,922,NS,NS,RBO,NA,NA,TRUE,FALSE
23,9,923,NS,NS,RB,NA,NA,TRUE,TRUE
23,9,924,NS,NS,RB,NA,NA,TRUE,TRUE
23,9,925,NS,NS,RB,NA,NA,TRUE,TRUE
23,9,926,NS,NS,RB,NA,NA,TRUE,TRUE
23,9,927,NS,NS,RB,NA,NA,TRUE,TRUE
23,9,928,NS,NS,RB,NA,NA,TRUE,TRUE
23,9,929,NS,NS,RB,NA,NA,TRUE,TRUE
23,9,930,NS,NS,RB,NA,NA,TRUE,TRUE
23,9,931,NS,NS,RB,NA,NA,TRUE,TRUE
23,9,932,NS,NS,RB,NA,NA,TRUE,TRUE
23,9,933,NS,NS,RB,NA,NA,TRUE,TRUE
23,9,934,NS,NS,RB,NA,NA,TRUE,TRUE
23,9,935,SR,SAS,RR,0.166,short,FALSE,FALSE
23,9,936,NS,NS,RB,NA,NA,TRUE,TRUE
23,9,937,NS,NS,RB,NA,NA,TRUE,TRUE
23,9,938,NS,NS,RB,NA,NA,TRUE,TRUE
23,9,939,NS,NS,RB,NA,NA,TRUE,TRUE
23,9,940,NS,NS,RB,NA,NA,TRUE,TRUE
23,9,941,NS,NS,RB,NA,NA,TRUE,TRUE
23,9,942,NS,NS,RB,NA,NA,TRUE,TRUE
23,9,943,NS,NS,RB,NA,NA,TRUE,TRUE
23,9,944,NS,NS,RB,NA,NA,TRUE,TRUE
23,9,945,NS,NS,RB,NA,NA,TRUE,TRUE
23,9,946,SB,SSS,RB,0.366,intermediate,TRUE,FALSE
23,9,947,SB,SSS,RB,0.366,intermediate,TRUE,FALSE
23,9,948,NS,NS,RB,NA,NA,TRUE,TRUE
23,9,949,SL,SAS,RL,0.166,short,FALSE,FALSE
23,9,950,IG,NA,RB,0.466,long,TRUE,TRUE
23,9,951,SB,SSS,NR,0.066,short,FALSE,TRUE
23,9,952,NS,NS,RB,NA,NA,TRUE,TRUE
23,9,953,NS,NS,RB,NA,NA,TRUE,TRUE
23,9,954,SR,SAS,RLO,0.066,short,FALSE,FALSE
23,9,955,NS,NS,RB,NA,NA,TRUE,TRUE
23,9,956,SB,SSS,RR,0.266,short,FALSE,FALSE
23,9,957,NS,NS,RB,NA,NA,TRUE,TRUE
23,9,958,IG,NA,RB,0.466,long,TRUE,TRUE
23,9,959,IG,NA,RB,0.366,intermediate,TRUE,TRUE
23,9,960,SR,SAS,RB,0.366,intermediate,TRUE,FALSE
23,9,961,SR,SAS,RL,0.066,short,FALSE,TRUE
23,9,962,NS,NS,RB,NA,NA,TRUE,TRUE
23,9,963,NS,NS,RB,NA,NA,TRUE,TRUE
23,9,964,NS,NS,RB,NA,NA,TRUE,TRUE
23,9,965,NS,NS,RB,NA,NA,TRUE,TRUE
23,9,966,NS,NS,RB,NA,NA,TRUE,TRUE
23,9,967,NS,NS,RB,NA,NA,TRUE,TRUE
23,9,968,NS,NS,RB,NA,NA,TRUE,TRUE
23,9,969,IG,NA,RB,0.166,short,TRUE,TRUE
23,9,970,SR,SAS,RB,0.266,short,TRUE,FALSE
23,9,971,NS,NS,RB,NA,NA,TRUE,TRUE
23,9,972,SR,SAS,RL,0.266,short,FALSE,TRUE
23,9,973,NS,NS,RB,NA,NA,TRUE,TRUE
23,9,974,SR,SAS,RLO,0.066,short,FALSE,FALSE
23,9,975,NS,NS,RL,NA,NA,FALSE,FALSE
23,9,976,NS,NS,RB,NA,NA,TRUE,TRUE
23,9,977,NS,NS,RB,NA,NA,TRUE,TRUE
23,9,978,IG,NA,RB,0.266,short,TRUE,TRUE
23,9,979,SR,SAS,RB,0.466,long,TRUE,FALSE
23,9,980,NS,NS,RB,NA,NA,TRUE,TRUE
23,9,981,NS,NS,RB,NA,NA,TRUE,TRUE
23,9,982,NS,NS,RB,NA,NA,TRUE,TRUE
23,9,983,NS,NS,RB,NA,NA,TRUE,TRUE
23,9,984,SR,SAS,RB,0.266,short,TRUE,FALSE
23,9,985,IG,NA,RB,0.266,short,TRUE,TRUE
23,9,986,NS,NS,RB,NA,NA,TRUE,TRUE
23,9,987,SB,SSS,RB,0.266,short,TRUE,FALSE
23,9,988,NS,NS,RB,NA,NA,TRUE,TRUE
23,9,989,NS,NS,RB,NA,NA,TRUE,TRUE
23,9,990,NS,NS,RB,NA,NA,TRUE,TRUE
23,9,991,NS,NS,RB,NA,NA,TRUE,TRUE
23,9,992,SR,SAS,RL,0.266,short,FALSE,TRUE
23,9,993,SR,SAS,RL,0.266,short,FALSE,TRUE
23,9,994,NS,NS,RB,NA,NA,TRUE,TRUE
23,9,995,SL,SAS,RB,0.366,intermediate,TRUE,FALSE
23,9,996,IG,NA,RB,0.166,short,TRUE,TRUE
23,9,997,NS,NS,RB,NA,NA,TRUE,TRUE
23,9,998,SB,SSS,NR,0.166,short,FALSE,TRUE
23,9,999,IG,NA,RB,0.166,short,TRUE,TRUE
23,10,1000,SR,SAS,RB,0.366,intermediate,TRUE,FALSE
23,10,1001,NS,NS,RB,NA,NA,TRUE,TRUE
23,10,1002,SL,SAS,RR,0.366,intermediate,FALSE,TRUE
23,10,1003,NS,NS,RB,NA,NA,TRUE,TRUE
23,10,1004,NS,NS,RB,NA,NA,TRUE,TRUE
23,10,1005,NS,NS,RB,NA,NA,TRUE,TRUE
23,10,1006,IG,NA,RB,0.366,intermediate,TRUE,TRUE
23,10,1007,NS,NS,RB,NA,NA,TRUE,TRUE
23,10,1008,NS,NS,RB,NA,NA,TRUE,TRUE
23,10,1009,NS,NS,RB,NA,NA,TRUE,TRUE
23,10,1010,SL,SAS,RB,0.366,intermediate,TRUE,FALSE
23,10,1011,NS,NS,RB,NA,NA,TRUE,TRUE
23,10,1012,SL,SAS,RB,0.466,long,TRUE,FALSE
23,10,1013,SR,SAS,RB,0.366,intermediate,TRUE,FALSE
23,10,1014,NS,NS,RB,NA,NA,TRUE,TRUE
23,10,1015,NS,NS,RB,NA,NA,TRUE,TRUE
23,10,1016,SR,SAS,RLO,0.066,short,FALSE,FALSE
23,10,1017,SL,SAS,RB,0.366,intermediate,TRUE,FALSE
23,10,1018,SR,SAS,RL,0.066,short,FALSE,TRUE
23,10,1019,IG,NA,RB,0.266,short,TRUE,TRUE
23,10,1020,SL,SAS,RRO,0.066,short,FALSE,FALSE
23,10,1021,SR,SAS,RL,0.166,short,FALSE,TRUE
23,10,1022,NS,NS,RB,NA,NA,TRUE,TRUE
23,10,1023,SL,SAS,RB,0.066,short,TRUE,FALSE
23,10,1024,SB,SSS,RB,0.266,short,TRUE,FALSE
23,10,1025,SL,SAS,RB,0.466,long,TRUE,FALSE
23,10,1026,SB,SSS,NR,0.066,short,FALSE,TRUE
23,10,1027,SB,SSS,NR,0.266,short,FALSE,TRUE
23,10,1028,NS,NS,RB,NA,NA,TRUE,TRUE
23,10,1029,SL,SAS,RB,0.366,intermediate,TRUE,FALSE
23,10,1030,SB,SSS,RB,0.366,intermediate,TRUE,FALSE
23,10,1031,NS,NS,RB,NA,NA,TRUE,TRUE
23,10,1032,NS,NS,RB,NA,NA,TRUE,TRUE
23,10,1033,NS,NS,RB,NA,NA,TRUE,TRUE
23,10,1034,NS,NS,RB,NA,NA,TRUE,TRUE
23,10,1035,NS,NS,RB,NA,NA,TRUE,TRUE
